judge,prompt_id,u_n1,u_n2,u_n4,u_n8,u_n16,u_n32,u_n64
Phi-3.5-mini-instruct,bookmia100unseen.55.016,0.5,0.5,0.5,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.55.017,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.55.018,0.5,0.5,0.5,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.56.000,0.5,0.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.56.001,0.5,0.5,0.5,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.56.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,bookmia100unseen.56.003,0.5,0.5,1.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.56.004,1.0,1.0,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.56.005,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.56.006,0.5,0.5,0.5,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.56.007,0.0,0.0,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.56.008,0.5,1.0,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,bookmia100unseen.56.009,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.56.010,0.5,1.0,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.56.011,0.5,1.0,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,bookmia100unseen.56.012,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.56.013,1.0,1.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.56.014,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.56.015,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.56.016,1.0,0.5,0.5,0.5,0.5,1.0,0.5
Phi-3.5-mini-instruct,bookmia100unseen.56.017,0.0,0.0,0.0,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.56.018,0.5,0.5,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.58.000,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.58.001,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.58.002,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.58.003,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.58.004,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.58.005,0.5,0.5,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.58.006,0.5,0.5,0.5,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,bookmia100unseen.58.007,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.58.008,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.58.009,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.58.010,0.5,0.5,0.5,0.5,0.5,1.0,0.5
Phi-3.5-mini-instruct,bookmia100unseen.58.011,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.58.012,1.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.58.013,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.58.014,1.0,1.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.58.015,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.58.016,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.58.017,0.5,1.0,1.0,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.58.018,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.59.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,bookmia100unseen.59.001,1.0,1.0,0.0,0.5,0.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.59.002,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.59.003,0.5,0.5,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,bookmia100unseen.59.004,0.5,0.5,1.0,1.0,0.5,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.59.005,0.5,0.5,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.59.006,0.5,0.5,0.5,0.5,0.5,1.0,0.5
Phi-3.5-mini-instruct,bookmia100unseen.59.007,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,bookmia100unseen.59.008,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.59.009,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.59.010,1.0,1.0,1.0,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.59.011,1.0,1.0,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.59.012,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.59.013,0.5,1.0,1.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.59.014,0.0,0.0,0.0,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,bookmia100unseen.59.015,1.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.59.016,0.5,0.5,0.5,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.59.017,0.5,0.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.59.018,1.0,1.0,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.64.000,0.5,1.0,1.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.64.001,1.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.64.002,0.5,0.5,0.5,1.0,0.5,1.0,0.0
Phi-3.5-mini-instruct,bookmia100unseen.64.003,0.0,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.64.005,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.64.006,0.5,0.5,0.5,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.64.007,0.5,1.0,1.0,0.5,0.5,1.0,0.5
Phi-3.5-mini-instruct,bookmia100unseen.64.008,0.5,0.5,0.5,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.64.009,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.64.010,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.64.011,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.64.012,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.64.013,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.64.014,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.64.015,1.0,1.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.64.016,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.64.017,0.5,0.5,0.5,0.5,0.5,1.0,0.5
Phi-3.5-mini-instruct,bookmia100unseen.64.018,0.5,0.5,0.5,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.64.019,0.5,0.5,0.5,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,bookmia100unseen.67.000,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.67.001,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,bookmia100unseen.67.002,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.67.003,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.67.004,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.67.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,bookmia100unseen.67.006,0.5,0.5,0.5,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,bookmia100unseen.67.007,0.5,1.0,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,bookmia100unseen.67.008,1.0,1.0,1.0,1.0,0.5,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.67.009,0.5,0.5,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,bookmia100unseen.67.010,1.0,0.5,0.5,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,bookmia100unseen.67.011,0.5,1.0,0.5,0.5,0.5,1.0,0.5
Phi-3.5-mini-instruct,bookmia100unseen.67.012,0.5,0.5,0.5,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,bookmia100unseen.67.013,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.67.014,0.5,0.5,0.5,0.5,1.0,1.0,0.5
Phi-3.5-mini-instruct,bookmia100unseen.67.015,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.67.016,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.67.017,0.0,0.0,0.0,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.67.018,0.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.68.000,0.0,0.5,0.5,0.5,0.0,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.68.001,0.0,0.0,0.5,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,bookmia100unseen.68.002,0.0,0.0,0.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.68.003,1.0,1.0,0.5,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.68.004,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.68.005,0.0,0.5,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.68.006,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.68.007,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.68.008,0.5,0.5,0.5,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,bookmia100unseen.68.009,0.5,0.5,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.68.010,0.5,0.5,0.5,0.5,0.5,1.0,0.5
Phi-3.5-mini-instruct,bookmia100unseen.68.011,0.5,0.5,0.5,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,bookmia100unseen.68.012,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.68.013,1.0,1.0,1.0,1.0,1.0,0.0,0.5
Phi-3.5-mini-instruct,bookmia100unseen.68.014,0.5,0.5,0.5,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.68.015,1.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.68.016,0.5,0.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.68.017,1.0,0.0,0.0,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.68.018,0.5,0.5,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.69.000,0.5,0.5,0.5,0.5,1.0,0.5,1.0
Phi-3.5-mini-instruct,bookmia100unseen.69.001,0.5,1.0,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,bookmia100unseen.69.002,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.69.003,0.5,0.5,0.5,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.69.004,1.0,1.0,0.5,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.69.006,0.5,0.5,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.69.007,0.5,0.5,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,bookmia100unseen.69.008,1.0,1.0,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.69.009,0.0,0.5,1.0,1.0,0.5,0.0,0.0
Phi-3.5-mini-instruct,bookmia100unseen.69.010,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.69.011,1.0,1.0,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.69.012,0.5,1.0,1.0,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.69.013,0.5,0.5,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,bookmia100unseen.69.014,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.69.015,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,bookmia100unseen.69.016,0.5,0.5,0.0,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.69.017,0.0,0.0,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.69.018,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.69.019,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.72.000,1.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.72.001,0.5,0.5,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.72.002,1.0,1.0,0.0,0.0,0.5,0.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.72.005,0.5,0.5,0.5,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,bookmia100unseen.72.006,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.72.007,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.72.008,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.72.009,0.5,0.5,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,bookmia100unseen.72.010,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.72.011,1.0,1.0,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.72.012,0.5,0.5,0.5,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.72.013,1.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.72.014,0.0,0.5,0.5,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,bookmia100unseen.72.015,0.5,0.5,0.5,0.5,1.0,1.0,0.5
Phi-3.5-mini-instruct,bookmia100unseen.72.016,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.72.017,0.0,0.0,0.5,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,bookmia100unseen.72.018,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.72.019,0.5,0.5,0.5,0.5,0.5,1.0,0.5
Phi-3.5-mini-instruct,bookmia100unseen.72.020,1.0,1.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.73.000,0.0,0.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.73.001,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.73.002,0.5,0.5,0.5,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.73.003,0.0,0.0,0.0,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.73.004,0.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.73.005,1.0,1.0,1.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.73.006,1.0,0.5,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,bookmia100unseen.73.007,0.5,0.5,0.5,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.73.008,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.73.009,0.5,0.5,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,bookmia100unseen.73.010,0.5,0.5,0.5,1.0,1.0,0.5,1.0
Phi-3.5-mini-instruct,bookmia100unseen.73.011,0.5,0.5,0.5,0.5,1.0,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.73.012,0.5,0.5,0.5,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,bookmia100unseen.73.013,0.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.73.014,1.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.73.015,0.5,0.5,1.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.73.016,0.5,0.5,0.5,0.5,0.5,1.0,0.5
Phi-3.5-mini-instruct,bookmia100unseen.73.017,0.5,0.5,1.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.73.018,0.5,1.0,1.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,bookmia100unseen.74.000,1.0,1.0,1.0,1.0,0.0,0.0,0.0
