run,novel,setting,constraint,prefix_debt,k,mode,L,n_passages,nv_recall_mean,nv_recall_ge_0p8_pct,lcs_word_mean,spend_total_mean,max_query_Z_over_K,R_total_mean,invariant_violations,steps_forced_pct,steps_free_pct,steps_active_pct,R_over_K_max,queries
1984_B,1984,B_authors,kl,1,20.0,single,0,8,0.316,25.0,45.12,443.13,0.1733,445.02,0,0.0,100.0,0.0,0.1736,8
1984_greedy,1984,A_temp1,kl,1,-1.0,single,0,8,0.5125,50.0,69.12,0.0,0.0,482.98,0,0.0,100.0,0.0,,8
1984_greedy,1984,A_temp1,kl,1,0.0,single,0,8,0.0,0.0,2.25,0.0,0.0,0.0,0,100.0,0.0,0.0,,8
hp1_A,hp1,A_temp1,kl,1,-1.0,single,0,50,0.1996,6.0,25.58,0.0,0.0,369.43,0,0.0,100.0,0.0,,50
hp1_A,hp1,A_temp1,kl,1,0.0,single,0,50,0.0,0.0,1.88,0.0,0.0,0.0,0,100.0,0.0,0.0,,50
hp1_A,hp1,A_temp1,kl,1,1.0,single,0,50,0.0,0.0,1.84,144.42,0.9599,141.39,0,5.29,76.14,18.57,1.074,50
hp1_A,hp1,A_temp1,kl,1,1.5,single,0,50,0.0,0.0,2.02,204.18,0.9739,206.84,0,3.53,82.2,14.27,1.1598,50
hp1_A,hp1,A_temp1,kl,1,3.0,single,0,50,0.0174,2.0,3.7,301.7,0.8656,302.47,0,1.53,97.52,0.95,0.9183,50
hp1_A,hp1,A_temp1,kl,1,5.0,single,0,50,0.0353,0.0,6.32,316.0,0.5984,317.03,0,0.91,98.74,0.35,0.6003,50
hp1_A,hp1,A_temp1,kl,1,10.0,single,0,50,0.0702,0.0,9.66,333.27,0.2993,331.33,0,0.28,99.53,0.19,0.3003,50
hp1_A,hp1,A_temp1,kl,1,20.0,single,0,50,0.1996,6.0,25.58,369.9,0.1644,369.43,0,0.0,100.0,0.0,0.1625,50
hp1_B,hp1,B_authors,kl,1,-1.0,single,0,50,0.3139,22.0,31.0,0.0,0.0,546.29,0,0.0,100.0,0.0,,50
hp1_B,hp1,B_authors,kl,1,0.0,single,0,50,0.0,0.0,1.96,0.0,0.0,0.0,0,100.0,0.0,0.0,,50
hp1_B,hp1,B_authors,kl,1,1.0,single,0,50,0.0,0.0,1.96,138.5,0.9619,142.62,0,6.04,59.42,34.54,1.1222,50
hp1_B,hp1,B_authors,kl,1,1.5,single,0,50,0.0,0.0,1.96,216.76,0.9759,218.06,0,3.63,70.13,26.24,1.0672,50
hp1_B,hp1,B_authors,kl,1,3.0,single,0,50,0.018,2.0,5.0,419.82,0.9743,420.27,0,1.62,92.49,5.88,1.073,50
hp1_B,hp1,B_authors,kl,1,5.0,single,0,50,0.0687,4.0,10.08,426.58,0.7535,423.35,0,0.97,98.21,0.81,0.7658,50
hp1_B,hp1,B_authors,kl,1,10.0,single,0,50,0.1308,6.0,15.04,465.93,0.3845,469.51,0,0.3,99.44,0.25,0.3956,50
hp1_B,hp1,B_authors,kl,1,20.0,single,0,50,0.3139,22.0,31.0,546.39,0.1892,546.28,0,0.0,99.97,0.03,0.1916,50
hp1_B_nodebt,hp1,B_authors,kl,0,-1.0,single,0,50,0.3139,22.0,31.0,0.0,0.0,546.29,0,0.0,100.0,0.0,,50
hp1_B_nodebt,hp1,B_authors,kl,0,0.0,single,0,50,0.0,0.0,1.96,0.0,0.0,0.0,0,100.0,0.0,0.0,,50
hp1_B_nodebt,hp1,B_authors,kl,0,1.0,single,0,50,0.0,0.0,2.02,140.21,1.0,141.11,0,0.0,54.94,45.06,1.285,50
hp1_B_nodebt,hp1,B_authors,kl,0,3.0,single,0,50,0.0379,0.0,6.78,458.31,1.0,460.74,0,0.0,91.55,8.45,1.0415,50
hp1_B_nodebt,hp1,B_authors,kl,0,5.0,single,0,50,0.2219,14.0,23.72,531.46,0.756,530.04,0,0.0,99.53,0.47,0.7665,50
hp1_B_nodebt,hp1,B_authors,kl,0,10.0,single,0,50,0.3139,22.0,31.0,546.36,0.3783,546.28,0,0.0,99.94,0.06,0.3833,50
hp1_B_pathwise,hp1,B_authors,pathwise,1,-1.0,single,0,50,0.3139,22.0,31.0,0.0,0.0,546.29,0,0.0,100.0,0.0,,50
hp1_B_pathwise,hp1,B_authors,pathwise,1,0.0,single,0,50,0.0,0.0,1.96,0.0,0.0,0.0,0,100.0,0.0,0.0,,50
hp1_B_pathwise,hp1,B_authors,pathwise,1,3.0,single,0,50,0.0187,2.0,3.72,390.6,0.9653,390.41,0,1.68,86.55,11.77,0.9562,50
hp1_B_pathwise,hp1,B_authors,pathwise,1,5.0,single,0,50,0.0531,2.0,6.88,488.02,0.7449,487.16,0,0.88,96.68,2.44,0.7659,50
hp1_B_pathwise,hp1,B_authors,pathwise,1,10.0,single,0,50,0.0942,4.0,12.04,456.59,0.3845,455.79,0,0.3,98.76,0.93,0.3956,50
hp1_B_pathwise,hp1,B_authors,pathwise,1,20.0,single,0,50,0.3139,22.0,30.7,553.52,0.189,554.13,0,0.0,99.69,0.31,0.1916,50
hp1_B_pathwise,hp1,B_authors,pathwise,1,50.0,single,0,50,0.3139,22.0,31.0,546.44,0.0757,546.29,0,0.0,100.0,0.0,0.0767,50
hp1_greedy,hp1,A_temp1,kl,1,-1.0,single,0,50,0.558,44.0,58.94,0.0,0.0,527.21,0,0.0,100.0,0.0,,50
hp1_greedy,hp1,A_temp1,kl,1,0.0,single,0,50,0.0,0.0,1.92,0.0,0.0,0.0,0,100.0,0.0,0.0,,50
