k,prompt_id,rank,reward
0.5,tqa_0012,10,-6.794939
0.5,tqa_0012,11,16.625002
0.5,tqa_0012,12,16.625002
0.5,tqa_0012,13,-6.865016
0.5,tqa_0012,14,16.625002
0.5,tqa_0012,15,16.625002
0.5,tqa_0013,0,-14.686059
0.5,tqa_0013,1,-14.934624
0.5,tqa_0013,2,-23.124998
0.5,tqa_0013,3,-12.248794
0.5,tqa_0013,4,-14.686059
0.5,tqa_0013,5,-3.249520
0.5,tqa_0013,6,-8.249998
0.5,tqa_0013,7,-14.934624
0.5,tqa_0013,8,-12.248794
0.5,tqa_0013,9,-14.934624
0.5,tqa_0013,10,-16.061502
0.5,tqa_0013,11,-12.248794
0.5,tqa_0013,12,-23.249998
0.5,tqa_0013,13,-11.311607
0.5,tqa_0013,14,-12.248794
0.5,tqa_0013,15,-11.311607
0.5,tqa_0014,0,8.340611
0.5,tqa_0014,1,-16.249998
0.5,tqa_0014,2,8.920368
0.5,tqa_0014,3,8.920368
0.5,tqa_0014,4,8.920368
0.5,tqa_0014,5,8.920368
0.5,tqa_0014,6,8.340611
0.5,tqa_0014,7,8.482003
0.5,tqa_0014,8,16.875002
0.5,tqa_0014,9,15.375002
0.5,tqa_0014,10,16.000002
0.5,tqa_0014,11,16.000002
0.5,tqa_0014,12,17.250002
0.5,tqa_0014,13,16.000002
0.5,tqa_0014,14,16.000002
0.5,tqa_0014,15,17.250002
0.5,tqa_0015,0,-17.401955
0.5,tqa_0015,1,0.968987
0.5,tqa_0015,2,3.272697
0.5,tqa_0015,3,0.269617
0.5,tqa_0015,4,0.437748
0.5,tqa_0015,5,0.933695
0.5,tqa_0015,6,-27.624998
0.5,tqa_0015,7,1.910157
0.5,tqa_0015,8,-15.212203
0.5,tqa_0015,9,0.874515
0.5,tqa_0015,10,-21.999998
0.5,tqa_0015,11,-14.331052
0.5,tqa_0015,12,-0.583303
0.5,tqa_0015,13,-1.651867
0.5,tqa_0015,14,6.645417
0.5,tqa_0015,15,-14.636849
0.5,tqa_0016,0,4.197315
0.5,tqa_0016,1,-0.233366
0.5,tqa_0016,2,-2.874094
0.5,tqa_0016,3,-1.345360
0.5,tqa_0016,4,-4.734897
0.5,tqa_0016,5,-4.161932
0.5,tqa_0016,6,1.748875
0.5,tqa_0016,7,-27.187498
0.5,tqa_0016,8,-9.618416
0.5,tqa_0016,9,-10.788003
0.5,tqa_0016,10,-5.968169
0.5,tqa_0016,11,-0.728945
0.5,tqa_0016,12,0.139382
0.5,tqa_0016,13,-26.937498
0.5,tqa_0016,14,-0.480615
0.5,tqa_0016,15,-0.480615
0.5,tqa_0017,0,-3.124389
0.5,tqa_0017,1,-10.061369
0.5,tqa_0017,2,-6.749671
0.5,tqa_0017,3,-8.497589
0.5,tqa_0017,4,-29.124998
0.5,tqa_0017,5,-3.624427
0.5,tqa_0017,6,-7.120390
0.5,tqa_0017,7,-10.624810
0.5,tqa_0017,8,1.034934
0.5,tqa_0017,9,2.492073
0.5,tqa_0017,10,-0.078320
0.5,tqa_0017,11,-0.530440
0.5,tqa_0017,12,2.922696
0.5,tqa_0017,13,3.834553
0.5,tqa_0017,14,-28.999998
0.5,tqa_0017,15,2.922696
0.5,tqa_0018,0,5.695539
0.5,tqa_0018,1,-2.306606
0.5,tqa_0018,2,4.820612
0.5,tqa_0018,3,-26.187498
0.5,tqa_0018,4,0.756991
0.5,tqa_0018,5,2.613391
0.5,tqa_0018,6,0.943545
0.5,tqa_0018,7,5.679196
0.5,tqa_0018,8,-2.213469
0.5,tqa_0018,9,3.644191
0.5,tqa_0018,10,-25.812498
0.5,tqa_0018,11,4.754192
0.5,tqa_0018,12,1.755588
0.5,tqa_0018,13,1.755588
0.5,tqa_0018,14,-0.363371
0.5,tqa_0018,15,-1.393650
0.5,tqa_0019,0,-12.871473
0.5,tqa_0019,1,-15.731044
0.5,tqa_0019,2,-15.874907
0.5,tqa_0019,3,-14.256057
0.5,tqa_0019,4,-5.562737
0.5,tqa_0019,5,-27.999998
0.5,tqa_0019,6,-14.689281
0.5,tqa_0019,7,-26.749998
0.5,tqa_0019,8,-25.249998
0.5,tqa_0019,9,-16.336946
0.5,tqa_0019,10,-13.800738
0.5,tqa_0019,11,-12.622879
0.5,tqa_0019,12,-10.613137
0.5,tqa_0019,13,-14.216406
0.5,tqa_0019,14,-12.833782
0.5,tqa_0019,15,6.630817
0.5,tqa_0020,0,1.134642
0.5,tqa_0020,1,-21.249998
0.5,tqa_0020,2,4.426239
0.5,tqa_0020,3,-0.085866
0.5,tqa_0020,4,2.740016
0.5,tqa_0020,5,3.287935
0.5,tqa_0020,6,-0.937224
0.5,tqa_0020,7,3.650252
0.5,tqa_0020,8,6.780674
0.5,tqa_0020,9,-12.645983
0.5,tqa_0020,10,-13.097080
0.5,tqa_0020,11,-11.143602
0.5,tqa_0020,12,-17.162703
0.5,tqa_0020,13,-26.687498
0.5,tqa_0020,14,4.826198
0.5,tqa_0020,15,3.711524
0.5,tqa_0021,0,-0.438076
0.5,tqa_0021,1,4.366632
0.5,tqa_0021,2,4.161482
0.5,tqa_0021,3,3.610972
0.5,tqa_0021,4,-26.687498
0.5,tqa_0021,5,1.349057
0.5,tqa_0021,6,2.503062
0.5,tqa_0021,7,2.064693
0.5,tqa_0021,8,-9.927057
0.5,tqa_0021,9,-4.478736
0.5,tqa_0021,10,-12.993292
0.5,tqa_0021,11,-12.487297
0.5,tqa_0021,12,-4.328015
0.5,tqa_0021,13,-26.249998
0.5,tqa_0021,14,-8.561535
0.5,tqa_0021,15,-0.613595
0.5,tqa_0022,0,4.218998
0.5,tqa_0022,1,-11.998897
0.5,tqa_0022,2,-7.665746
0.5,tqa_0022,3,-6.131685
0.5,tqa_0022,4,8.750002
0.5,tqa_0022,5,-15.647423
0.5,tqa_0022,6,4.218998
0.5,tqa_0022,7,-11.998897
0.5,tqa_0022,8,-14.749434
0.5,tqa_0022,9,8.355757
0.5,tqa_0022,10,-18.999998
0.5,tqa_0022,11,4.750325
0.5,tqa_0022,12,9.037837
0.5,tqa_0022,13,0.815111
0.5,tqa_0022,14,9.037837
0.5,tqa_0022,15,9.037837
0.5,tqa_0023,0,-15.373784
0.5,tqa_0023,1,-11.043082
0.5,tqa_0023,2,4.047976
0.5,tqa_0023,3,-14.081933
0.5,tqa_0023,4,-24.749998
0.5,tqa_0023,5,0.912022
0.5,tqa_0023,6,-11.544890
0.5,tqa_0023,7,-8.151553
0.5,tqa_0023,8,4.355663
0.5,tqa_0023,9,-13.084612
0.5,tqa_0023,10,2.220989
0.5,tqa_0023,11,-13.973915
0.5,tqa_0023,12,1.031669
0.5,tqa_0023,13,-11.249998
0.5,tqa_0023,14,-15.184528
0.5,tqa_0023,15,-15.452416
0.5,tqa_0024,0,-4.233732
0.5,tqa_0024,1,2.033335
0.5,tqa_0024,2,-0.598946
0.5,tqa_0024,3,3.071399
0.5,tqa_0024,4,1.500296
0.5,tqa_0024,5,-2.310864
0.5,tqa_0024,6,0.875310
0.5,tqa_0024,7,-25.499998
0.5,tqa_0024,8,-5.670002
0.5,tqa_0024,9,-17.207243
0.5,tqa_0024,10,-15.993574
0.5,tqa_0024,11,-24.249998
0.5,tqa_0024,12,-27.062498
0.5,tqa_0024,13,-1.305499
0.5,tqa_0024,14,-19.879910
0.5,tqa_0024,15,4.576556
0.5,tqa_0025,0,-28.062498
0.5,tqa_0025,1,-0.445584
0.5,tqa_0025,2,2.502294
0.5,tqa_0025,3,-0.355033
0.5,tqa_0025,4,0.644321
0.5,tqa_0025,5,4.042112
0.5,tqa_0025,6,0.164692
0.5,tqa_0025,7,-27.437498
0.5,tqa_0025,8,0.690692
0.5,tqa_0025,9,-27.499998
0.5,tqa_0025,10,-1.869395
0.5,tqa_0025,11,4.841966
0.5,tqa_0025,12,-0.350696
0.5,tqa_0025,13,4.854674
0.5,tqa_0025,14,-14.480415
0.5,tqa_0025,15,-9.246346
0.5,tqa_0026,0,-9.362901
0.5,tqa_0026,1,-8.731696
0.5,tqa_0026,2,-11.233832
0.5,tqa_0026,3,-22.999998
0.5,tqa_0026,4,-13.350255
0.5,tqa_0026,5,-25.312498
0.5,tqa_0026,6,-14.929012
0.5,tqa_0026,7,-4.300483
0.5,tqa_0026,8,-6.944638
0.5,tqa_0026,9,-4.765488
0.5,tqa_0026,10,-23.374998
0.5,tqa_0026,11,-0.577935
0.5,tqa_0026,12,0.020019
0.5,tqa_0026,13,-0.577935
0.5,tqa_0026,14,-0.577935
0.5,tqa_0026,15,-0.577935
0.5,tqa_0027,0,-12.937257
0.5,tqa_0027,1,-12.231721
0.5,tqa_0027,2,-0.308902
0.5,tqa_0027,3,-10.790748
0.5,tqa_0027,4,-1.417721
0.5,tqa_0027,5,-12.343259
0.5,tqa_0027,6,-2.873973
0.5,tqa_0027,7,-22.249998
0.5,tqa_0027,8,-2.748699
0.5,tqa_0027,9,-2.568660
0.5,tqa_0027,10,-0.311831
0.5,tqa_0027,11,3.466273
0.5,tqa_0027,12,-6.096745
0.5,tqa_0027,13,-6.552346
0.5,tqa_0027,14,-27.562498
0.5,tqa_0027,15,-7.322743
0.5,tqa_0028,0,-1.374945
0.5,tqa_0028,1,-20.554798
0.5,tqa_0028,2,-14.937413
0.5,tqa_0028,3,-23.433424
0.5,tqa_0028,4,-20.542198
0.5,tqa_0028,5,10.312531
0.5,tqa_0028,6,-18.624966
0.5,tqa_0028,7,-28.187498
0.5,tqa_0028,8,-18.995466
0.5,tqa_0028,9,10.361777
0.5,tqa_0028,10,-13.995503
0.5,tqa_0028,11,-21.006931
0.5,tqa_0028,12,-13.995503
0.5,tqa_0028,13,-13.995503
0.5,tqa_0028,14,-18.420225
0.5,tqa_0028,15,-27.999998
0.5,tqa_0029,0,3.587191
0.5,tqa_0029,1,-26.499998
0.5,tqa_0029,2,1.850523
0.5,tqa_0029,3,2.143991
0.5,tqa_0029,4,1.929099
0.5,tqa_0029,5,0.783217
0.5,tqa_0029,6,1.908958
0.5,tqa_0029,7,0.920805
0.5,tqa_0029,8,-16.155582
0.5,tqa_0029,9,-26.124998
0.5,tqa_0029,10,1.928608
0.5,tqa_0029,11,2.886840
0.5,tqa_0029,12,2.655689
0.5,tqa_0029,13,0.433562
0.5,tqa_0029,14,0.655691
0.5,tqa_0029,15,-4.125743
0.5,tqa_0030,0,-15.799552
0.5,tqa_0030,1,-24.249998
0.5,tqa_0030,2,-4.847325
0.5,tqa_0030,3,-12.989316
0.5,tqa_0030,4,-10.353303
0.5,tqa_0030,5,-12.357396
0.5,tqa_0030,6,-16.103849
0.5,tqa_0030,7,-19.042624
0.5,tqa_0030,8,-9.906847
0.5,tqa_0030,9,-24.624998
0.5,tqa_0030,10,-15.433640
0.5,tqa_0030,11,-15.319824
0.5,tqa_0030,12,-3.746951
0.5,tqa_0030,13,-7.805486
0.5,tqa_0030,14,0.267763
0.5,tqa_0030,15,-3.367592
0.5,tqa_0031,0,-6.817051
0.5,tqa_0031,1,-6.817051
0.5,tqa_0031,2,-20.374998
0.5,tqa_0031,3,-13.296328
0.5,tqa_0031,4,-22.749998
0.5,tqa_0031,5,-11.523600
0.5,tqa_0031,6,-12.232130
0.5,tqa_0031,7,-1.277883
0.5,tqa_0031,8,3.353511
0.5,tqa_0031,9,3.883646
0.5,tqa_0031,10,4.098898
0.5,tqa_0031,11,-23.249998
0.5,tqa_0031,12,4.673979
0.5,tqa_0031,13,2.477391
0.5,tqa_0031,14,3.317644
0.5,tqa_0031,15,4.515036
0.5,tqa_0032,0,2.195742
0.5,tqa_0032,1,1.555874
0.5,tqa_0032,2,-24.374998
0.5,tqa_0032,3,1.545087
0.5,tqa_0032,4,4.809930
0.5,tqa_0032,5,-3.560879
0.5,tqa_0032,6,2.280268
0.5,tqa_0032,7,3.194451
0.5,tqa_0032,8,-14.387689
0.5,tqa_0032,9,-14.172254
0.5,tqa_0032,10,4.500082
0.5,tqa_0032,11,-5.124688
0.5,tqa_0032,12,-9.749683
0.5,tqa_0032,13,-1.769950
0.5,tqa_0032,14,-13.387405
0.5,tqa_0032,15,-25.124998
0.5,tqa_0033,0,-13.409738
0.5,tqa_0033,1,-1.035337
0.5,tqa_0033,2,-27.874998
0.5,tqa_0033,3,1.185790
0.5,tqa_0033,4,-8.171809
0.5,tqa_0033,5,-4.549278
0.5,tqa_0033,6,-16.514416
0.5,tqa_0033,7,-8.871159
0.5,tqa_0033,8,4.258622
0.5,tqa_0033,9,0.799685
0.5,tqa_0033,10,1.091406
0.5,tqa_0033,11,0.746935
0.5,tqa_0033,12,3.019292
0.5,tqa_0033,13,0.565682
0.5,tqa_0033,14,-28.437498
0.5,tqa_0033,15,1.273450
0.5,tqa_0034,0,-2.608482
0.5,tqa_0034,1,-20.374998
0.5,tqa_0034,2,-15.530725
0.5,tqa_0034,3,1.195109
0.5,tqa_0034,4,-14.416743
0.5,tqa_0034,5,-1.154389
0.5,tqa_0034,6,-16.182180
0.5,tqa_0034,7,-0.973247
0.5,tqa_0034,8,-26.749998
0.5,tqa_0034,9,1.258795
0.5,tqa_0034,10,0.327401
0.5,tqa_0034,11,-12.409548
0.5,tqa_0034,12,-2.932712
0.5,tqa_0034,13,0.833308
0.5,tqa_0034,14,0.085093
0.5,tqa_0034,15,1.906727
0.5,tqa_0035,0,19.125002
0.5,tqa_0035,1,19.125002
0.5,tqa_0035,2,19.125002
0.5,tqa_0035,3,19.125002
0.5,tqa_0035,4,19.125002
0.5,tqa_0035,5,19.125002
0.5,tqa_0035,6,19.125002
0.5,tqa_0035,7,19.125002
0.5,tqa_0035,8,19.125002
0.5,tqa_0035,9,19.125002
0.5,tqa_0035,10,19.125002
0.5,tqa_0035,11,19.125002
0.5,tqa_0035,12,19.125002
0.5,tqa_0035,13,19.125002
0.5,tqa_0035,14,19.125002
0.5,tqa_0035,15,19.125002
0.5,tqa_0036,0,3.107022
0.5,tqa_0036,1,2.991573
0.5,tqa_0036,2,2.991573
0.5,tqa_0036,3,-10.736522
0.5,tqa_0036,4,2.991573
0.5,tqa_0036,5,2.991573
0.5,tqa_0036,6,2.991573
0.5,tqa_0036,7,1.000002
0.5,tqa_0036,8,3.107022
0.5,tqa_0036,9,2.991573
0.5,tqa_0036,10,2.991573
0.5,tqa_0036,11,2.991573
0.5,tqa_0036,12,-18.624998
0.5,tqa_0036,13,2.991573
0.5,tqa_0036,14,2.991573
0.5,tqa_0036,15,2.991573
0.5,tqa_0037,0,-11.238483
0.5,tqa_0037,1,-6.393799
0.5,tqa_0037,2,-4.249999
0.5,tqa_0037,3,-13.999998
0.5,tqa_0037,4,-19.499998
0.5,tqa_0037,5,-6.114888
0.5,tqa_0037,6,-12.499998
0.5,tqa_0037,7,-6.352946
0.5,tqa_0037,8,1.753034
0.5,tqa_0037,9,-1.418743
0.5,tqa_0037,10,-1.999998
0.5,tqa_0037,11,-12.737530
0.5,tqa_0037,12,-2.621838
0.5,tqa_0037,13,2.976309
0.5,tqa_0037,14,-8.736347
0.5,tqa_0037,15,-3.988585
0.5,tqa_0038,0,-27.187498
0.5,tqa_0038,1,-1.473954
0.5,tqa_0038,2,-27.499998
0.5,tqa_0038,3,-12.373973
0.5,tqa_0038,4,-13.059407
0.5,tqa_0038,5,-13.506855
0.5,tqa_0038,6,-15.681385
0.5,tqa_0038,7,-14.612360
0.5,tqa_0038,8,4.147360
0.5,tqa_0038,9,3.307024
0.5,tqa_0038,10,-3.259269
0.5,tqa_0038,11,-27.187498
0.5,tqa_0038,12,2.006666
0.5,tqa_0038,13,-2.791525
0.5,tqa_0038,14,4.345592
0.5,tqa_0038,15,2.600083
0.5,tqa_0039,0,-9.750278
0.5,tqa_0039,1,-2.683420
0.5,tqa_0039,2,-27.187498
0.5,tqa_0039,3,-7.038644
0.5,tqa_0039,4,2.896961
0.5,tqa_0039,5,-4.364478
0.5,tqa_0039,6,-4.047891
0.5,tqa_0039,7,-7.439915
0.5,tqa_0039,8,-13.795815
0.5,tqa_0039,9,-26.499998
0.5,tqa_0039,10,-13.931224
0.5,tqa_0039,11,-10.433182
0.5,tqa_0039,12,-9.956316
0.5,tqa_0039,13,1.248082
0.5,tqa_0039,14,-16.927223
0.5,tqa_0039,15,-4.955659
0.5,tqa_0040,0,-23.124998
0.5,tqa_0040,1,-3.138451
0.5,tqa_0040,2,-15.746293
0.5,tqa_0040,3,-2.416232
0.5,tqa_0040,4,1.974543
0.5,tqa_0040,5,-23.874998
0.5,tqa_0040,6,-13.107216
0.5,tqa_0040,7,-2.692950
0.5,tqa_0040,8,-18.236744
0.5,tqa_0040,9,-8.804807
0.5,tqa_0040,10,-15.239291
0.5,tqa_0040,11,-17.937302
0.5,tqa_0040,12,-17.259581
0.5,tqa_0040,13,-28.124998
0.5,tqa_0040,14,-8.460436
0.5,tqa_0040,15,-3.999909
0.5,tqa_0041,0,1.360804
0.5,tqa_0041,1,1.416532
0.5,tqa_0041,2,8.750002
0.5,tqa_0041,3,-1.817975
0.5,tqa_0041,4,-1.821738
0.5,tqa_0041,5,-9.124202
0.5,tqa_0041,6,0.429844
0.5,tqa_0041,7,8.897803
0.5,tqa_0041,8,3.250002
0.5,tqa_0041,9,-1.406652
0.5,tqa_0041,10,0.538313
0.5,tqa_0041,11,-0.598260
0.5,tqa_0041,12,0.718715
0.5,tqa_0041,13,-1.229675
0.5,tqa_0041,14,6.467990
0.5,tqa_0041,15,9.410703
0.5,tqa_0042,0,-3.984011
0.5,tqa_0042,1,-26.874998
0.5,tqa_0042,2,-3.431662
0.5,tqa_0042,3,-27.749998
0.5,tqa_0042,4,-14.100825
0.5,tqa_0042,5,-26.624998
0.5,tqa_0042,6,11.206534
0.5,tqa_0042,7,-15.925607
0.5,tqa_0042,8,2.354883
0.5,tqa_0042,9,-26.874998
0.5,tqa_0042,10,-12.811759
0.5,tqa_0042,11,0.449001
0.5,tqa_0042,12,-5.374900
0.5,tqa_0042,13,2.949479
0.5,tqa_0042,14,1.105921
0.5,tqa_0042,15,-6.124953
0.5,tqa_0043,0,-8.621442
0.5,tqa_0043,1,-9.374542
0.5,tqa_0043,2,5.375012
0.5,tqa_0043,3,5.375012
0.5,tqa_0043,4,-28.124998
0.5,tqa_0043,5,-2.124924
0.5,tqa_0043,6,-12.543763
0.5,tqa_0043,7,-13.626450
0.5,tqa_0043,8,-27.249998
0.5,tqa_0043,9,-3.998966
0.5,tqa_0043,10,-4.870631
0.5,tqa_0043,11,-10.931188
0.5,tqa_0043,12,-10.866884
0.5,tqa_0043,13,-4.870631
0.5,tqa_0043,14,-7.888077
0.5,tqa_0043,15,3.937588
0.5,tqa_0044,0,6.039383
0.5,tqa_0044,1,2.599007
0.5,tqa_0044,2,-0.760088
0.5,tqa_0044,3,2.982336
0.5,tqa_0044,4,1.392389
0.5,tqa_0044,5,-26.562498
0.5,tqa_0044,6,1.441910
0.5,tqa_0044,7,-1.053716
0.5,tqa_0044,8,-16.745104
0.5,tqa_0044,9,-16.323004
0.5,tqa_0044,10,-26.187498
0.5,tqa_0044,11,-25.874998
0.5,tqa_0044,12,-9.544521
0.5,tqa_0044,13,-2.512824
0.5,tqa_0044,14,-17.850349
0.5,tqa_0044,15,0.215924
0.5,tqa_0045,0,-0.495842
0.5,tqa_0045,1,-7.555477
0.5,tqa_0045,2,-0.940527
0.5,tqa_0045,3,-0.424896
0.5,tqa_0045,4,-27.062498
0.5,tqa_0045,5,-20.222197
0.5,tqa_0045,6,-4.840584
0.5,tqa_0045,7,-2.459157
0.5,tqa_0045,8,-14.724450
0.5,tqa_0045,9,-26.312498
0.5,tqa_0045,10,-15.295317
0.5,tqa_0045,11,-19.241999
0.5,tqa_0045,12,-8.876679
0.5,tqa_0045,13,-18.187351
0.5,tqa_0045,14,-7.682258
0.5,tqa_0045,15,-28.499998
0.5,tqa_0046,0,-15.999391
0.5,tqa_0046,1,-5.249524
0.5,tqa_0046,2,-26.999998
0.5,tqa_0046,3,-15.655248
0.5,tqa_0046,4,-27.124998
0.5,tqa_0046,5,-15.311570
0.5,tqa_0046,6,1.200302
0.5,tqa_0046,7,-9.748424
0.5,tqa_0046,8,-15.655248
0.5,tqa_0046,9,1.200302
0.5,tqa_0046,10,1.722648
0.5,tqa_0046,11,-12.842368
0.5,tqa_0046,12,-25.812498
0.5,tqa_0046,13,-6.809115
