arm,prompt_id,first,second,text_sha
sel_n64,80sf6g,A,B,227110a58ab1
sel_n64,83mehz,B,A,eea639617f07
sel_n64,849wc3,A,B,9a87e6ec04f4
sel_n64,87ak6w,A,B,8ed0ad0b8be1
sel_n64,87tx3g,B,A,de2e14620b4a
sel_n64,8a18sf,A,B,a01dfec850cd
sel_n64,8aec6t,B,A,87189d810a54
sel_n64,8fk0hr,A,B,cf64763fd93a
sel_n64,8gfhh9,A,B,31e581f071a2
sel_n64,8gs4wp,A,B,e584990e83d9
sel_n64,8k4am7,A,B,f11c765ac170
sel_n64,8myeno,A,B,966e01758c8f
sel_n64,8o89ko,B,A,8961c2c91687
sel_n64,8p3ora,B,A,7732f9e9c5e7
sel_n64,8pr271,A,B,1b4859f47b38
sel_n64,8tmkfc,A,B,fc947983ed2e
sel_n64,8vr4k2,B,A,bfc651744121
sel_n64,8vyqdq,B,A,6df3cad4c9ce
sel_n64,8x0xa7,B,A,aa5ee81e7295
sel_n64,8x86s0,B,B,9a0e4b98ceea
sel_n64,8y8wrr,B,A,b2b455a16850
sel_n64,8z1sq1,A,B,caa858981347
sel_n64,9470fc,A,B,f6a907f80921
sel_n64,96myl6,B,A,e0147ab3a3ef
sel_n64,96xnw9,B,B,3902169dd790
sel_n64,99kk88,A,A,655227f3a78e
sel_n64,9edjv0,B,B,c2e268981028
sel_n64,9f7www,A,B,57f5ed8ace72
sel_n64,9g2cbq,B,A,5db2f8b0cc7f
sel_n64,9ki47u,A,A,2d7dfcea13f8
sel_n64,9l0dam,A,A,fda1fc1b8273
sel_n64,9neuk8,B,A,72f90d6fb06a
sel_n64,9qn4tw,B,A,43aa0b6b93d8
sel_n64,a318ye,A,B,f41f186ecfb5
sel_n64,a3pdwk,A,B,e9c71aefa1b3
sel_n64,acjzv0,A,A,da39a3ee5e6b
sel_n64,afc9c4,A,B,d0ac182e74fe
sel_n64,aowr4t,A,B,9ef87d410e99
sel_n64,ar7nm2,B,A,d4e3f51c40a3
sel_n64,auig0m,A,B,da39a3ee5e6b
sel_n64,b4yx63,A,B,49c94e3b8154
sel_n64,b87jl7,A,A,4b43429d6be3
sel_n64,b9uzz1,B,B,4a431b92a3d0
sel_n64,bhyplf,A,B,13e6617e4c68
sel_n64,bk7lic,A,B,dc46bc72cc84
sel_n64,ciifmd,A,B,966a6fcf6edb
sel_n64,ck6twx,A,B,2d4c6be1f7c4
sel_n64,cpxk2b,A,B,3125ba84bd84
sel_n64,dqn4sj,B,B,6dbf8d333531
sel_n64,eu7ub2,A,B,c4ea5fb0a210
sel_n64,fact_00003_Fernando da Costa Novaes,A,B,13ca9efb73e5
sel_n64,fact_00006_David Galloway (writer),A,B,3ef43e9b63fc
sel_n64,fact_00007_Cheyenne Brando,A,B,0fb5eefc651b
sel_n64,fact_00012_Braulio Lara,B,B,91d2d85cf44f
sel_n64,fact_00015_Amr Shabana,B,A,193d9308ce6b
sel_n64,fact_00017_Abdulqawi Yusuf,B,A,7144a54503b3
sel_n64,fact_00025_Carlos P. Romulo,A,B,0c93c95816ae
sel_n64,fact_00027_Arthur Ewert,A,A,61e13a790592
sel_n64,fact_00032_Flavio Méndez Santiago,A,B,5fdaf387eca4
sel_n64,fact_00039_Chris Duffield,B,A,8b1a67b1334e
sel_n64,fact_00040_Daniil Medvedev,B,A,7da7a16832e6
sel_n64,fact_00043_Alexander Vovin,A,B,22b0ebc2ca11
sel_n64,fact_00044_Cobhams Asuquo,B,A,217c285db55b
sel_n64,fact_00045_David Bogue,A,A,2d8af63da8a0
sel_n64,fact_00048_Don Beard,B,A,c52f227c9a05
sel_n64,fact_00053_Andriy Yarmolenko,B,A,0cf8887cafb7
sel_n64,fact_00058_Danny Faure,B,A,ae67678120c0
sel_n64,fact_00063_Ayman al-Zawahiri,A,B,21ae914608c0
sel_n64,fact_00064_Diego Suarez (garden designer),A,B,78e27c8c0e7c
sel_n64,fact_00066_Daniel Alexander Cameron,B,A,08a14f05832f
sel_n64,fact_00075_Antonio Leviste,A,B,0ef2f227d3bc
sel_n64,fact_00078_Chi Pu,B,A,ea541fbbed36
sel_n64,"fact_00080_Felipe (footballer, born 1977)",A,B,6b59625a96d2
sel_n64,fact_00084_Alfred Hitchcock,A,A,da39a3ee5e6b
sel_n64,fact_00085_Dascha Polanco,A,B,e7b3153f7552
sel_n64,fact_00086_Amelia Earhart,B,A,878e69e3a942
sel_n64,fact_00087_Chris John (boxer),A,B,e7bc42c5191f
sel_n64,fact_00088_Blair Tugman,A,B,1a5dde606b11
sel_n64,fact_00093_David Oyite-Ojok,B,A,e2a3ce4d27a1
sel_n64,fact_00097_Chris Cuomo,B,A,5e6fcaa59ded
sel_n64,fact_00098_Adnan Sami,A,A,d3b33248016d
sel_n64,fact_00108_Bhuma Nagi Reddy,B,A,68590fd7e538
sel_n64,fact_00109_Charmion King,A,A,a9b54a454236
sel_n64,fact_00110_Andreea Marin,A,B,a8e53517ef96
sel_n64,fact_00114_Ahn Jae-hyun,A,B,e4bef79f8129
sel_n64,fact_00116_Bobo Baldé,A,B,08b09651c8e7
sel_n64,fact_00118_Chacho Gaytán,A,A,63ed8bd24bb5
sel_n64,fact_00119_Bastian Schweinsteiger,A,A,da39a3ee5e6b
sel_n64,fact_00120_Erich Hartmann,A,B,67871c005b98
sel_n64,fact_00127_Ezechiel N'Douassel,A,A,0a29f0e18ad4
sel_n64,fact_00131_Aditya Kalyanpur,B,A,56d0831a37c3
sel_n64,fact_00132_Dennis Andersson,B,A,ce62bf3679ea
sel_n64,fact_00133_Daniel Bedingfield,A,A,d49a8007c1d2
sel_n64,fact_00134_Celâl Bayar,B,A,55e518dfb6fe
sel_n64,fact_00138_Diana Ivanova,A,A,721131e56a1e
sel_n64,fact_00140_André Le Nôtre,B,A,99d3dbbf8f4e
sel_n64,fact_00142_Cierre Wood,A,A,151c2c178ea4
sel_n64,fact_00145_Carmelo Anthony,B,A,8a7f89a66b71
sel_n64,fact_00146_Asafa Powell,A,A,75e056eeac06
sel_n64,fact_00152_Felix Newman,A,B,75fe349cd2a3
sel_n64,fact_00154_Earl Garrison,A,A,a2e61cd86fcb
sel_n64,fact_00162_Aleksandar Kolarov,A,A,da39a3ee5e6b
sel_n64,fact_00163_Alexandre Hohagen,A,B,8204de7977b7
sel_n64,fact_00166_Emcee N.I.C.E.,A,B,00f347d359dd
sel_n64,fact_00181_Chris Woakes,B,A,c7e026ce7819
sel_n64,fact_00182_Diosdado Cabello,B,A,ea0def6d4489
sel_n64,fact_00184_Dana Awartani,B,A,d359dba500eb
sel_n64,fact_00185_Brianna Keilar,B,A,0122e84234e0
sel_n64,fact_00188_Cédric Bakambu,B,A,f722611d0ee0
sel_n64,fact_00193_Bobby Fischer,A,A,062e849f41cf
sel_n64,fact_00198_Benjamin Lawrence Reid,A,B,ccba9d49c4dc
sel_n64,fact_00199_Djimon Hounsou,B,A,daafb96bbf14
sel_n64,fact_00202_Ahsee Tuala,A,A,5e69808dbe1f
sel_n64,fact_00204_Don DeLillo,B,A,3bec1df9ae3d
sel_n64,fact_00207_Elizabeth Inglis,A,B,ea7e36d49101
sel_n64,fact_00208_Fifi Cooper,B,A,6412e74b5290
sel_n64,fact_00223_Ahmed Mumin Warfa,A,B,c129cb5771cd
sel_n64,fact_00226_Dewi Sartika,B,A,31742730de15
sel_n64,fact_00227_Alf Garland,A,B,a0729705f7c7
sel_n64,fact_00230_Abdul Ilah Khatib,A,A,f970a8fc6b93
sel_n64,fact_00239_Bif Naked,A,A,5574d032af4a
sel_n64,fact_00245_Dominique Blake,A,A,9a799163c925
sel_n64,fact_00247_Diafra Sakho,A,Tie,ce03350b70c6
sel_n64,fact_00249_Fahadh Faasil,B,A,f4103fa6e44f
sel_n64,fact_00250_Dr. Dre,A,B,a17d4db02496
sel_n64,fact_00255_Caitlin Lowe,B,B,129d6520105a
sel_n64,fact_00257_Camille Paulus,A,B,41a80006c1b8
sel_n64,fact_00258_Charley Boorman,A,A,043c5dcc8840
sel_n64,fact_00260_Douglas Wood (engineer),A,B,811655406c44
sel_n64,fact_00263_Billy Snedden,B,A,69b08c7c4874
sel_n64,fact_00264_Esteban Espíndola,A,B,2baa84cd4863
sel_n64,fact_00270_Daniel Ek,B,A,9c2eebb6c6e1
sel_n64,fact_00275_Belisarius,A,B,04ceef35a58a
sel_n64,fact_00276_Carol Dweck,B,A,aaadbd3937ee
sel_n64,fact_00286_Amr Diab,B,A,eeb5e7c55143
sel_n64,fact_00296_Akbar Hossain,B,A,423ab4479402
sel_n64,fact_00300_Coco Chanel,B,A,51f8930f049e
sel_n64,fact_00302_Enamul Haque (engineer),A,B,46fca2ffb9a3
sel_n64,fact_00304_Abdelhamid Shabana,B,A,ae8c82568809
sel_n64,fact_00307_Abdullahi Mohammad Ahmad Hassan,A,A,d0bd6e424c33
sel_n64,fact_00309_Diego Godín,B,A,313ea8093a31
sel_n64,fact_00312_Adel Emam,B,A,a9fc7ffe8ad4
sel_n64,fact_00315_Billy Conigliaro,B,A,bb1ff1edac75
sel_n64,fact_00316_Arif Mohammad Khan,A,B,517427084db0
sel_n64,fact_00321_Bob Marley,B,A,fd0891a47786
sel_n64,fact_00328_Dana Ashbrook,A,A,2b92edc16eba
sel_n64,fact_00332_Cha Eun-woo,A,A,b1edf9029839
sel_n64,fact_00333_Abdul Halik Hudu,B,A,5010bbf89b7e
sel_n64,fact_00335_Carl Braun (obstetrician),B,A,044cdd174e7a
sel_n64,fact_00343_Ameyaw Debrah,B,A,a11d9c0d16eb
sel_n64,fact_00344_Cleopatra,B,A,618dc2eb03af
sel_n64,fact_00345_Ana Cláudia Bolzan,A,A,890c4162f6a2
sel_n64,fact_00347_Evgeny Shalunov,A,B,0a871a660608
sel_n64,fact_00348_Charles Allen (jurist),A,B,5c3e1d7f6185
sel_n64,fact_00349_Deyverson,B,A,9cbb23653729
sel_n64,fact_00351_Cris Cyborg,B,A,600d9debfc8d
sel_n64,fact_00354_Bobby Thomson,B,A,b5bbcad0ea54
sel_n64,fact_00356_Eric Winter,A,B,243b732d3f8d
sel_n64,fact_00362_Aert van der Neer,B,A,e3fa9dd8626d
sel_n64,fact_00364_Blanca Errázuriz,B,A,8b086fe473c2
sel_n64,fact_00366_Deitrick Haddon,B,A,eac310a812f0
sel_n64,fact_00367_Andreas Ivanschitz,B,A,7e554a1c014c
sel_n64,fact_00368_Clancy Brown,B,A,818deff219a9
sel_n64,fact_00371_Carrie Ann Inaba,B,A,ddd3213cc449
sel_n64,fact_00374_Cicero,B,A,cf4f41b82e8a
sel_n64,fact_00376_14th Dalai Lama,B,A,289727dbf648
sel_n64,fact_00377_Christian Almeida,A,B,3b28f2716e0a
sel_n64,fact_00378_Arthur Wakefield,A,A,c15b4ec0b90f
sel_n64,fact_00384_Andry Rajoelina,B,A,9a6cd5c9b758
sel_n64,fact_00394_Danny Almonte,A,A,942cc226a5fd
sel_n64,fact_00396_Andy Middleton,A,Tie,00366f8c2169
sel_n64,fact_00397_Anderson Silva,B,A,873336d74b97
sel_n64,fact_00399_Edgar Bennett,A,B,162b4a594dc1
sel_n64,fact_00401_Balázs Bekő,A,A,485000084432
sel_n64,fact_00404_Abraham Ancer,A,Tie,4edb2c8ce976
sel_n64,fact_00418_A. K. Ramanujan,B,A,0b91283c81c6
sel_n64,fact_00420_Carlos Ghosn,B,A,a894be8baaf6
sel_n64,fact_00421_Anurag Kashyap,B,A,4ca7e6738b67
sel_n64,fact_00425_Angela Bairstow,A,B,ce0fb2edd04b
sel_n64,fact_00427_Ernestine Eckstein,A,B,1477d3a053ab
sel_n64,fact_00430_Ezekiel Elliott,B,A,cf67eaf7462c
sel_n64,fact_00433_Aaron Burr,B,A,03392a84913e
sel_n64,fact_00444_Charles B. McVay III,B,A,8986971eaa31
sel_n64,fact_00448_Carol Chell,A,B,d2a1358568fe
sel_n64,fact_00449_Alen Omić,B,A,3a96fbe1d3ab
sel_n64,fact_00452_Alice Torriani,A,A,f7dd1ce186b8
sel_n64,fact_00454_Albert Outler,A,B,9a219e7d828e
sel_n64,fact_00459_Felician of Foligno,B,A,268372ce39b4
sel_n64,fact_00460_Annie Landouw,A,B,633dfc33ebb2
sel_n64,fact_00462_Bhāskara I,B,A,8392aff38464
sel_n64,fact_00464_Damon Herriman,A,A,267cad71effc
sel_n64,fact_00466_Feroze Gandhi,A,A,21875e61b9fa
sel_n64,fact_00471_D. B. Nihalsinghe,A,B,55a48e5c8351
sel_n64,fact_00478_F. Gwynplaine MacIntyre,A,B,a3eb9e2a1ea5
sel_n64,fact_00486_Fidel Castro,B,A,24c1b63c95e1
sel_n64,fact_00489_Bir Hambir,A,B,1e2023b303c3
sel_n64,fact_00491_Avraham Eilam-Amzallag,A,A,d4dbb336862a
sel_n64,fact_00492_Date Narikuni,A,B,d32463b95b46
sel_n64,fact_00495_Ariel Behar,B,A,3799843771bf
sel_n64,fact_00498_DeAnna Bennett,A,B,277041375323
sel_n64,g4fs4z,A,A,bf34544352c9
sel_n64,gyp3c3,A,B,c3b34234830e
sel_n64,hmsv36,A,B,8c4f9ee9ec0a
sel_n64,hrkod1,B,A,cfb246dd05e4
sel_n64,irdp6g,A,B,72c794b15e5a
sel_n64,iuj8br,Tie,B,204c144bdc3b
sel_n64,jizn99,B,A,eb140a0bf3c0
sel_n64,jjrido,A,B,25760fc0d22f
sel_n64,llrdyo,B,B,1da287edb841
sel_n64,lvcurd,A,B,4b689080f1e8
sel_n64,m70bt5,A,A,bff0679c2217
sel_n64,mjrz7h,A,B,83e529334bb4
sel_n64,neutral_bio_000,A,B,da39a3ee5e6b
sel_n64,neutral_bio_001,B,A,0f8f54ab100d
sel_n64,neutral_bio_002,A,B,bf314477f9c2
sel_n64,neutral_bio_003,A,B,e3206bbd96a0
sel_n64,neutral_bio_004,A,B,da39a3ee5e6b
sel_n64,neutral_bio_005,A,B,4ce7fd96d493
sel_n64,neutral_bio_006,A,B,01bdd7f0e3f0
sel_n64,neutral_bio_007,A,B,8f5c9bea4536
sel_n64,neutral_bio_008,A,B,848b18776aa1
sel_n64,neutral_bio_009,A,B,07218c2150bf
sel_n64,neutral_bio_010,B,A,11c2c78dfd71
sel_n64,neutral_bio_011,A,B,9fbe5cc4723f
sel_n64,neutral_bio_012,A,B,90636325a22e
sel_n64,neutral_bio_013,A,B,899b6e41ab66
sel_n64,neutral_bio_014,B,A,da39a3ee5e6b
sel_n64,neutral_bio_015,B,A,1699bfaff78f
sel_n64,neutral_bio_016,A,A,23bfb44dab01
sel_n64,neutral_bio_017,A,B,7c5413cc5d18
sel_n64,neutral_bio_018,A,B,da39a3ee5e6b
sel_n64,neutral_bio_019,A,B,da39a3ee5e6b
sel_n64,neutral_bio_020,B,A,5940fd17df9e
sel_n64,neutral_bio_021,A,B,c055638b4444
sel_n64,neutral_bio_022,A,B,a106d16c0982
sel_n64,neutral_bio_023,A,B,da39a3ee5e6b
sel_n64,neutral_bio_024,A,B,dcbf0c687cc1
sel_n64,neutral_bio_025,A,B,cc93a86e86bb
sel_n64,neutral_bio_026,A,B,59410c755f4c
sel_n64,neutral_bio_027,A,B,cbc51168913a
sel_n64,neutral_bio_028,A,B,1cfb24ceb2e6
sel_n64,neutral_bio_029,A,A,376e7627952f
sel_n64,neutral_bio_030,B,A,04870c2237eb
sel_n64,neutral_bio_031,A,A,69dacd009d07
sel_n64,neutral_bio_032,A,B,cb978a0ec119
sel_n64,neutral_bio_033,A,B,cbc78aa76ad0
sel_n64,neutral_bio_034,B,A,fec766409716
sel_n64,neutral_bio_035,A,B,8b76287662a6
sel_n64,neutral_bio_036,B,A,db53e8027fdd
sel_n64,neutral_bio_037,B,B,e4d72198f101
sel_n64,neutral_bio_038,A,A,da39a3ee5e6b
sel_n64,neutral_bio_039,A,B,49b38de674f4
sel_n64,neutral_nar_000,B,A,23ddc6e7aca7
sel_n64,neutral_nar_001,B,A,d7800fc8b3b2
sel_n64,neutral_nar_002,A,B,95633ec9d611
sel_n64,neutral_nar_003,A,B,6f287a638fb4
sel_n64,neutral_nar_004,B,A,6f7450d5eb17
sel_n64,neutral_nar_005,B,A,f5f85ee48a70
sel_n64,neutral_nar_006,A,A,09a02fbe6e9f
sel_n64,neutral_nar_007,B,B,da39a3ee5e6b
sel_n64,neutral_nar_008,A,A,da39a3ee5e6b
sel_n64,neutral_nar_009,B,A,c3725675bbda
sel_n64,neutral_nar_010,B,B,da39a3ee5e6b
sel_n64,neutral_nar_011,A,A,ebef3421a246
sel_n64,neutral_nar_012,B,A,b76cf36bc9f5
sel_n64,neutral_nar_013,A,B,da39a3ee5e6b
sel_n64,neutral_nar_014,A,B,ee698b06c382
sel_n64,neutral_nar_015,A,B,146c00d01d16
sel_n64,neutral_nar_016,A,B,4a68ccf7546d
sel_n64,neutral_nar_017,A,B,bacb0aa47535
sel_n64,neutral_nar_018,A,B,da39a3ee5e6b
sel_n64,neutral_nar_019,B,A,0503b92efe1c
sel_n64,neutral_nar_020,A,B,452d1e65dcb3
sel_n64,neutral_nar_021,A,A,358143668aab
sel_n64,neutral_nar_022,A,A,c613e325c534
sel_n64,neutral_nar_023,B,A,38967dc28e6d
sel_n64,neutral_nar_024,B,A,d0129bf317b3
sel_n64,neutral_nar_025,A,B,e2594e9a182e
sel_n64,neutral_nar_026,A,B,fe2449878105
sel_n64,neutral_nar_027,A,B,05d21d3e8c3d
sel_n64,neutral_nar_028,A,B,16efbecf7420
sel_n64,neutral_nar_029,A,A,96ff7774e8f5
sel_n64,neutral_nar_030,B,A,f487293c2062
sel_n64,neutral_nar_031,A,B,a25622831feb
sel_n64,neutral_nar_032,A,B,e69c2bc3461c
sel_n64,neutral_nar_033,A,B,893137718a0c
sel_n64,neutral_nar_034,B,A,d3c3db7c1296
sel_n64,neutral_nar_035,B,A,52e0a390ffc1
sel_n64,neutral_nar_036,A,B,778d7483c7b6
sel_n64,neutral_nar_037,B,A,641c6d5c8184
sel_n64,neutral_nar_038,A,B,16401119b8d2
sel_n64,neutral_nar_039,B,A,7172d619d048
sel_n64,neutral_ncs_000,B,A,da39a3ee5e6b
sel_n64,neutral_ncs_001,A,B,dbfacf894ea2
sel_n64,neutral_ncs_002,B,A,a1c921cdf655
sel_n64,neutral_ncs_003,A,B,28f2eed46f6c
sel_n64,neutral_ncs_004,A,B,da39a3ee5e6b
sel_n64,neutral_ncs_005,A,A,949c48e84752
sel_n64,neutral_ncs_006,A,B,791f64d3203f
sel_n64,neutral_ncs_007,A,B,5d9f56dd83a7
sel_n64,neutral_ncs_008,A,B,51c7b9a5eac7
sel_n64,neutral_ncs_009,A,B,f15a7316ec02
sel_n64,neutral_ncs_010,B,A,2b4423317153
sel_n64,neutral_ncs_011,A,A,c33af0979373
sel_n64,neutral_ncs_012,A,B,462f323c236b
sel_n64,neutral_ncs_013,A,B,da39a3ee5e6b
sel_n64,neutral_ncs_014,B,B,a6a4d398c2c1
sel_n64,neutral_ncs_015,A,B,da39a3ee5e6b
sel_n64,neutral_ncs_016,B,A,c629e32e69a5
sel_n64,neutral_ncs_017,A,A,da39a3ee5e6b
sel_n64,neutral_ncs_018,A,B,ee3fdf8bcc9e
sel_n64,neutral_ncs_019,A,A,da39a3ee5e6b
sel_n64,neutral_ncs_020,A,A,5b9f87cc321d
sel_n64,neutral_ncs_021,A,B,fcd7960989fc
sel_n64,neutral_ncs_022,B,A,3dd8dc579143
sel_n64,neutral_ncs_023,B,A,671c256d6f5f
sel_n64,neutral_ncs_024,B,A,fd12a7655cda
sel_n64,neutral_ncs_025,B,A,bea33616b4f6
sel_n64,neutral_ncs_026,A,B,4fd239811a08
sel_n64,neutral_ncs_027,B,A,a7b5015a949c
sel_n64,neutral_ncs_028,A,B,b9d6c34f8df5
sel_n64,neutral_ncs_029,B,B,da39a3ee5e6b
sel_n64,neutral_ncs_030,B,A,06bc8a782c32
sel_n64,neutral_ncs_031,B,A,ba994558f74a
sel_n64,neutral_ncs_032,B,A,da39a3ee5e6b
sel_n64,neutral_ncs_033,B,A,5be82b45fb96
sel_n64,neutral_ncs_034,A,B,a54448b717eb
sel_n64,neutral_ncs_035,A,A,c296781ba089
sel_n64,neutral_ncs_036,A,B,987f43f1d5d4
sel_n64,neutral_ncs_037,B,B,42ec53e569c8
sel_n64,neutral_ncs_038,B,B,da39a3ee5e6b
sel_n64,neutral_ncs_039,B,A,da39a3ee5e6b
sel_n64,neutral_qa_000,A,B,5c229c564157
sel_n64,neutral_qa_001,A,B,c5522686bff5
sel_n64,neutral_qa_002,B,A,a1d14ed1d386
sel_n64,neutral_qa_003,B,A,487405f9b04a
sel_n64,neutral_qa_004,B,A,c205dc11875d
sel_n64,neutral_qa_005,A,B,da39a3ee5e6b
sel_n64,neutral_qa_006,B,A,f479c42a2952
sel_n64,neutral_qa_007,A,B,49ad23d12bde
sel_n64,neutral_qa_008,B,A,a60944906300
sel_n64,neutral_qa_009,B,A,1dcdaa6b2724
sel_n64,neutral_qa_010,B,A,f2a49bc735ff
sel_n64,neutral_qa_011,B,A,4930cf6a4254
sel_n64,neutral_qa_012,A,A,dc8038c64acb
sel_n64,neutral_qa_013,A,B,2fea40aacd48
sel_n64,neutral_qa_014,A,B,da39a3ee5e6b
sel_n64,neutral_qa_015,A,B,d96b1f1ef378
sel_n64,neutral_qa_016,A,A,da39a3ee5e6b
sel_n64,neutral_qa_017,A,B,db6027da1ff2
sel_n64,neutral_qa_018,A,B,17d2bdca7f09
sel_n64,neutral_qa_019,B,A,6737702f02fd
sel_n64,neutral_qa_020,B,A,40706caa1ec6
sel_n64,neutral_qa_021,A,B,93049ca3713e
sel_n64,neutral_qa_022,B,A,d6841e950549
sel_n64,neutral_qa_023,A,B,da39a3ee5e6b
sel_n64,neutral_qa_024,B,A,7b84a29446eb
sel_n64,neutral_qa_025,B,A,bc90b0b560e5
sel_n64,neutral_qa_026,A,B,9d61cc87bf8e
sel_n64,neutral_qa_027,A,B,52d5c1fedf0d
sel_n64,neutral_qa_028,A,B,0b0d41592b7e
sel_n64,neutral_qa_029,A,B,4d82f7d78b42
sel_n64,neutral_qa_030,A,B,49f8f23e958f
sel_n64,neutral_qa_031,B,A,dfd81277618f
sel_n64,neutral_qa_032,A,B,0327fb2b0244
sel_n64,neutral_qa_033,B,A,d4c0e5c715bf
sel_n64,neutral_qa_034,A,B,dc2cd401eba8
sel_n64,neutral_qa_035,A,B,fa25dd1feccf
sel_n64,neutral_qa_036,A,B,a68a69dcc1db
sel_n64,neutral_qa_037,A,B,606b9f714e1a
sel_n64,neutral_qa_038,A,B,da39a3ee5e6b
sel_n64,neutral_qa_039,B,A,b39ee5871c80
sel_n64,neutral_sum_000,B,A,9314b6622fcf
sel_n64,neutral_sum_001,B,B,f5c87a4e975d
sel_n64,neutral_sum_002,B,A,da39a3ee5e6b
sel_n64,neutral_sum_003,A,B,8723d39bbfb5
sel_n64,neutral_sum_004,A,A,e245e42edb52
sel_n64,neutral_sum_005,B,B,104c94c689bf
sel_n64,neutral_sum_006,B,A,7e33fb40461c
sel_n64,neutral_sum_007,B,A,5047a7b01a23
sel_n64,neutral_sum_008,A,B,3ca0d0bec74b
sel_n64,neutral_sum_009,B,A,f2d4f76f06ce
sel_n64,neutral_sum_010,A,B,f53be2b67a16
sel_n64,neutral_sum_011,A,B,e2a91b0a9164
sel_n64,neutral_sum_012,A,B,debc6d944552
