k,mode,L,B_user,field,n,recall_mean,recall_ge_0p8_pct,cut_pct,queries_served_mean,spend_total_mean,S_total_median
3.0,chained,20,800,Z,100,0.0014,0.0,0,13.53,319.3,849.0
3.0,chained,20,1600,Z,100,0.0014,0.0,0,13.53,319.3,849.0
3.0,chained,20,3200,Z,100,0.0014,0.0,0,13.53,319.3,849.0
3.0,chained,20,inf,Z,100,0.0014,0.0,0,13.53,319.3,849.0
3.0,chained,50,50,Z,100,0.0,0.0,99.0,0.06,488.1,849.0
3.0,chained,50,100,Z,100,0.0,0.0,99.0,0.53,488.1,849.0
3.0,chained,50,200,Z,100,0.0061,0.0,92.0,1.93,488.1,849.0
3.0,chained,50,400,Z,100,0.0061,0.0,83.0,4.16,488.1,849.0
3.0,chained,50,800,Z,100,0.0061,0.0,0,5.84,488.1,849.0
3.0,chained,50,1600,Z,100,0.0061,0.0,0,5.84,488.1,849.0
3.0,chained,50,3200,Z,100,0.0061,0.0,0,5.84,488.1,849.0
3.0,chained,50,inf,Z,100,0.0061,0.0,0,5.84,488.1,849.0
3.0,oracle,20,50,Z,100,0.0,0.0,100,1.04,470.9,849.0
3.0,oracle,20,100,Z,100,0.0,0.0,100,2.24,470.9,849.0
3.0,oracle,20,200,Z,100,0.0,0.0,100,5.13,470.9,849.0
3.0,oracle,20,400,Z,100,0.0,0.0,98.0,10.88,470.9,849.0
3.0,oracle,20,800,Z,100,0.0009,0.0,0,13.53,470.9,849.0
3.0,oracle,20,1600,Z,100,0.0009,0.0,0,13.53,470.9,849.0
3.0,oracle,20,3200,Z,100,0.0009,0.0,0,13.53,470.9,849.0
3.0,oracle,20,inf,Z,100,0.0009,0.0,0,13.53,470.9,849.0
3.0,oracle,50,50,Z,100,0.0,0.0,100,0.02,585.6,849.0
3.0,oracle,50,100,Z,100,0.0012,0.0,100,0.46,585.6,849.0
3.0,oracle,50,200,Z,100,0.0084,0.0,100,1.47,585.6,849.0
3.0,oracle,50,400,Z,100,0.058,0.0,98.0,3.44,585.6,849.0
3.0,oracle,50,800,Z,100,0.0965,0.0,0,5.84,585.6,849.0
3.0,oracle,50,1600,Z,100,0.0965,0.0,0,5.84,585.6,849.0
3.0,oracle,50,3200,Z,100,0.0965,0.0,0,5.84,585.6,849.0
3.0,oracle,50,inf,Z,100,0.0965,0.0,0,5.84,585.6,849.0
3.0,single,0,50,Z,100,0.0,0.0,99.0,0.01,575.8,849.0
3.0,single,0,100,Z,100,0.0,0.0,98.0,0.02,575.8,849.0
3.0,single,0,200,Z,100,0.0,0.0,98.0,0.02,575.8,849.0
3.0,single,0,400,Z,100,0.0,0.0,97.0,0.03,575.8,849.0
3.0,single,0,800,Z,100,0.0116,0.0,1.0,0.99,575.8,849.0
3.0,single,0,1600,Z,100,0.0116,0.0,0,1,575.8,849.0
3.0,single,0,3200,Z,100,0.0116,0.0,0,1,575.8,849.0
3.0,single,0,inf,Z,100,0.0116,0.0,0,1,575.8,849.0
5.0,chained,20,50,Z,100,0.0,0.0,98.0,0.86,416.4,849.0
5.0,chained,20,100,Z,100,0.0,0.0,97.0,2.37,416.4,849.0
5.0,chained,20,200,Z,100,0.0031,0.0,90.0,5.6,416.4,849.0
5.0,chained,20,400,Z,100,0.0031,0.0,72.0,11.34,416.4,849.0
5.0,chained,20,800,Z,100,0.0031,0.0,0,13.53,416.4,849.0
5.0,chained,20,1600,Z,100,0.0031,0.0,0,13.53,416.4,849.0
5.0,chained,20,3200,Z,100,0.0031,0.0,0,13.53,416.4,849.0
5.0,chained,20,inf,Z,100,0.0031,0.0,0,13.53,416.4,849.0
5.0,chained,50,50,Z,100,0.0,0.0,99.0,0.05,555.0,849.0
5.0,chained,50,100,Z,100,0.0,0.0,99.0,0.28,555.0,849.0
5.0,chained,50,200,Z,100,0.0229,0.0,98.0,1.36,555.0,849.0
5.0,chained,50,400,Z,100,0.0335,0.0,93.0,3.54,555.0,849.0
5.0,chained,50,800,Z,100,0.0335,0.0,0,5.84,555.0,849.0
5.0,chained,50,1600,Z,100,0.0335,0.0,0,5.84,555.0,849.0
5.0,chained,50,3200,Z,100,0.0335,0.0,0,5.84,555.0,849.0
5.0,chained,50,inf,Z,100,0.0335,0.0,0,5.84,555.0,849.0
5.0,oracle,20,50,Z,100,0.0,0.0,100,0.65,580.2,849.0
5.0,oracle,20,100,Z,100,0.0,0.0,100,1.63,580.2,849.0
5.0,oracle,20,200,Z,100,0.0031,0.0,100,3.98,580.2,849.0
5.0,oracle,20,400,Z,100,0.0127,0.0,100,8.67,580.2,849.0
5.0,oracle,20,800,Z,100,0.0275,0.0,0,13.53,580.2,849.0
5.0,oracle,20,1600,Z,100,0.0275,0.0,0,13.53,580.2,849.0
5.0,oracle,20,3200,Z,100,0.0275,0.0,0,13.53,580.2,849.0
5.0,oracle,20,inf,Z,100,0.0275,0.0,0,13.53,580.2,849.0
5.0,oracle,50,50,Z,100,0.0,0.0,100,0.01,670.3,849.0
5.0,oracle,50,100,Z,100,0.0,0.0,100,0.21,670.3,849.0
5.0,oracle,50,200,Z,100,0.0241,0.0,100,1.15,670.3,849.0
5.0,oracle,50,400,Z,100,0.1114,0.0,100,2.94,670.3,849.0
5.0,oracle,50,800,Z,100,0.2301,0.0,5.0,5.79,670.3,849.0
5.0,oracle,50,1600,Z,100,0.2301,0.0,0,5.84,670.3,849.0
5.0,oracle,50,3200,Z,100,0.2301,0.0,0,5.84,670.3,849.0
5.0,oracle,50,inf,Z,100,0.2301,0.0,0,5.84,670.3,849.0
5.0,single,0,50,Z,100,0.0,0.0,99.0,0.01,624.5,849.0
5.0,single,0,100,Z,100,0.0,0.0,99.0,0.01,624.5,849.0
5.0,single,0,200,Z,100,0.0,0.0,99.0,0.01,624.5,849.0
5.0,single,0,400,Z,100,0.0,0.0,99.0,0.01,624.5,849.0
5.0,single,0,800,Z,100,0.0348,1.0,7.0,0.93,624.5,849.0
5.0,single,0,1600,Z,100,0.0925,5.0,0,1,624.5,849.0
5.0,single,0,3200,Z,100,0.0925,5.0,0,1,624.5,849.0
5.0,single,0,inf,Z,100,0.0925,5.0,0,1,624.5,849.0
10.0,chained,20,50,Z,100,0.0,0.0,99.0,0.75,479.5,849.0
10.0,chained,20,100,Z,100,0.0,0.0,97.0,2.1,479.5,849.0
10.0,chained,20,200,Z,100,0.0229,0.0,92.0,4.75,479.5,849.0
10.0,chained,20,400,Z,100,0.0264,0.0,84.0,9.98,479.5,849.0
10.0,chained,20,800,Z,100,0.0264,0.0,0,13.53,479.5,849.0
10.0,chained,20,1600,Z,100,0.0264,0.0,0,13.53,479.5,849.0
10.0,chained,20,3200,Z,100,0.0264,0.0,0,13.53,479.5,849.0
10.0,chained,20,inf,Z,100,0.0264,0.0,0,13.53,479.5,849.0
10.0,chained,50,50,Z,100,0.0,0.0,99.0,0.05,608.0,849.0
10.0,chained,50,100,Z,100,0.0,0.0,99.0,0.16,608.0,849.0
10.0,chained,50,200,Z,100,0.0566,0.0,98.0,1.17,608.0,849.0
10.0,chained,50,400,Z,100,0.0906,0.0,97.0,3.14,608.0,849.0
10.0,chained,50,800,Z,100,0.1108,2.0,2.0,5.82,608.0,849.0
10.0,chained,50,1600,Z,100,0.1108,2.0,0,5.84,608.0,849.0
10.0,chained,50,3200,Z,100,0.1108,2.0,0,5.84,608.0,849.0
10.0,chained,50,inf,Z,100,0.1108,2.0,0,5.84,608.0,849.0
10.0,oracle,20,50,Z,100,0.0,0.0,100,0.4,685.4,849.0
10.0,oracle,20,100,Z,100,0.0,0.0,100,1.37,685.4,849.0
10.0,oracle,20,200,Z,100,0.0358,0.0,100,3.19,685.4,849.0
10.0,oracle,20,400,Z,100,0.0982,0.0,100,7.19,685.4,849.0
10.0,oracle,20,800,Z,100,0.189,0.0,4.0,13.47,685.4,849.0
10.0,oracle,20,1600,Z,100,0.189,0.0,0,13.53,685.4,849.0
10.0,oracle,20,3200,Z,100,0.189,0.0,0,13.53,685.4,849.0
10.0,oracle,20,inf,Z,100,0.189,0.0,0,13.53,685.4,849.0
10.0,oracle,50,50,Z,100,0.0,0.0,100,0.01,739.5,849.0
10.0,oracle,50,100,Z,100,0.0,0.0,100,0.12,739.5,849.0
10.0,oracle,50,200,Z,100,0.0566,0.0,100,1.03,739.5,849.0
10.0,oracle,50,400,Z,100,0.1793,0.0,100,2.6,739.5,849.0
10.0,oracle,50,800,Z,100,0.4046,3.0,29.0,5.54,739.5,849.0
10.0,oracle,50,1600,Z,100,0.4103,3.0,0,5.84,739.5,849.0
10.0,oracle,50,3200,Z,100,0.4103,3.0,0,5.84,739.5,849.0
10.0,oracle,50,inf,Z,100,0.4103,3.0,0,5.84,739.5,849.0
10.0,single,0,50,Z,100,0.0,0.0,99.0,0.01,674.0,849.0
10.0,single,0,100,Z,100,0.0,0.0,99.0,0.01,674.0,849.0
10.0,single,0,200,Z,100,0.0,0.0,99.0,0.01,674.0,849.0
10.0,single,0,400,Z,100,0.0,0.0,99.0,0.01,674.0,849.0
10.0,single,0,800,Z,100,0.0834,1.0,15.0,0.85,674.0,849.0
10.0,single,0,1600,Z,100,0.2005,10.0,0,1,674.0,849.0
10.0,single,0,3200,Z,100,0.2005,10.0,0,1,674.0,849.0
10.0,single,0,inf,Z,100,0.2005,10.0,0,1,674.0,849.0
20.0,chained,20,50,Z,100,0.0,0.0,100,0.07,678.4,849.0
20.0,chained,20,100,Z,100,0.0016,0.0,100,1.05,678.4,849.0
20.0,chained,20,200,Z,100,0.1306,0.0,99.0,2.87,678.4,849.0
20.0,chained,20,400,Z,100,0.2614,0.0,96.0,7.06,678.4,849.0
20.0,chained,20,800,Z,100,0.4273,27.0,24.0,13.13,678.4,849.0
20.0,chained,20,1600,Z,100,0.4408,27.0,0,13.53,678.4,849.0
20.0,chained,20,3200,Z,100,0.4408,27.0,0,13.53,678.4,849.0
20.0,chained,20,inf,Z,100,0.4408,27.0,0,13.53,678.4,849.0
20.0,chained,50,50,Z,100,0.0,0.0,100,0,763.3,849.0
20.0,chained,50,100,Z,100,0.0,0.0,100,0.02,763.3,849.0
20.0,chained,50,200,Z,100,0.1234,0.0,100,0.92,763.3,849.0
20.0,chained,50,400,Z,100,0.2609,0.0,100,2.33,763.3,849.0
20.0,chained,50,800,Z,100,0.472,22.0,39.0,5.34,763.3,849.0
20.0,chained,50,1600,Z,100,0.505,33.0,0,5.84,763.3,849.0
20.0,chained,50,3200,Z,100,0.505,33.0,0,5.84,763.3,849.0
20.0,chained,50,inf,Z,100,0.505,33.0,0,5.84,763.3,849.0
20.0,oracle,20,50,Z,100,0.0,0.0,100,0.07,831.2,849.0
20.0,oracle,20,100,Z,100,0.0016,0.0,100,1,831.2,849.0
20.0,oracle,20,200,Z,100,0.1442,0.0,100,2.49,831.2,849.0
20.0,oracle,20,400,Z,100,0.3724,0.0,100,5.75,831.2,849.0
20.0,oracle,20,800,Z,100,0.7954,52.0,64.0,12.32,831.2,849.0
20.0,oracle,20,1600,Z,100,0.8579,74.0,0,13.53,831.2,849.0
20.0,oracle,20,3200,Z,100,0.8579,74.0,0,13.53,831.2,849.0
20.0,oracle,20,inf,Z,100,0.8579,74.0,0,13.53,831.2,849.0
20.0,oracle,50,50,Z,100,0.0,0.0,100,0,859.8,849.0
20.0,oracle,50,100,Z,100,0.0,0.0,100,0.02,859.8,849.0
20.0,oracle,50,200,Z,100,0.1234,0.0,100,0.89,859.8,849.0
20.0,oracle,50,400,Z,100,0.3032,0.0,100,2.06,859.8,849.0
20.0,oracle,50,800,Z,100,0.7121,29.0,77.0,4.82,859.8,849.0
20.0,oracle,50,1600,Z,100,0.7865,57.0,0,5.84,859.8,849.0
20.0,oracle,50,3200,Z,100,0.7865,57.0,0,5.84,859.8,849.0
20.0,oracle,50,inf,Z,100,0.7865,57.0,0,5.84,859.8,849.0
20.0,single,0,50,Z,100,0.0,0.0,100,0,761.3,849.0
20.0,single,0,100,Z,100,0.0,0.0,100,0,761.3,849.0
20.0,single,0,200,Z,100,0.0,0.0,100,0,761.3,849.0
20.0,single,0,400,Z,100,0.0,0.0,100,0,761.3,849.0
20.0,single,0,800,Z,100,0.1557,3.0,40.0,0.6,761.3,849.0
20.0,single,0,1600,Z,100,0.4759,28.0,0,1,761.3,849.0
20.0,single,0,3200,Z,100,0.4759,28.0,0,1,761.3,849.0
20.0,single,0,inf,Z,100,0.4759,28.0,0,1,761.3,849.0
