k,prompt_id,rank,reward
20,tqa_0007,5,1.888718
20,tqa_0007,6,0.194414
20,tqa_0007,7,-16.367273
20,tqa_0007,8,-18.328117
20,tqa_0007,9,-6.994342
20,tqa_0007,10,-13.369006
20,tqa_0007,11,-6.666182
20,tqa_0007,12,-12.135479
20,tqa_0007,13,-18.495743
20,tqa_0007,14,-23.249998
20,tqa_0007,15,-12.230101
20,tqa_0008,0,-9.246400
20,tqa_0008,1,-7.746537
20,tqa_0008,2,-11.673918
20,tqa_0008,3,-2.853045
20,tqa_0008,4,-19.499998
20,tqa_0008,5,-5.968690
20,tqa_0008,6,-17.124998
20,tqa_0008,7,-7.009520
20,tqa_0008,8,-16.624985
20,tqa_0008,9,-11.481837
20,tqa_0008,10,-5.212404
20,tqa_0008,11,-25.124998
20,tqa_0008,12,-23.624998
20,tqa_0008,13,-24.124998
20,tqa_0008,14,-8.745466
20,tqa_0008,15,-6.454611
20,tqa_0009,0,-25.687498
20,tqa_0009,1,-12.871310
20,tqa_0009,2,-21.249998
20,tqa_0009,3,-11.105910
20,tqa_0009,4,-24.437498
20,tqa_0009,5,0.594763
20,tqa_0009,6,-11.736306
20,tqa_0009,7,-4.076667
20,tqa_0009,8,-8.059190
20,tqa_0009,9,-13.238131
20,tqa_0009,10,-17.716473
20,tqa_0009,11,-23.749998
20,tqa_0009,12,-8.278368
20,tqa_0009,13,-22.499998
20,tqa_0009,14,-11.276352
20,tqa_0009,15,2.745641
20,tqa_0010,0,-21.624998
20,tqa_0010,1,-22.999998
20,tqa_0010,2,-22.874998
20,tqa_0010,3,-5.162397
20,tqa_0010,4,-7.989316
20,tqa_0010,5,-11.287285
20,tqa_0010,6,-5.462144
20,tqa_0010,7,-3.005632
20,tqa_0010,8,3.250446
20,tqa_0010,9,-1.485609
20,tqa_0010,10,0.984550
20,tqa_0010,11,5.646815
20,tqa_0010,12,-12.933114
20,tqa_0010,13,-18.124998
20,tqa_0010,14,-3.870360
20,tqa_0010,15,-5.873057
20,tqa_0011,0,-22.374998
20,tqa_0011,1,-21.624998
20,tqa_0011,2,-4.489934
20,tqa_0011,3,-3.356756
20,tqa_0011,4,-3.438715
20,tqa_0011,5,-16.011320
20,tqa_0011,6,-0.637586
20,tqa_0011,7,-25.249998
20,tqa_0011,8,-4.000377
20,tqa_0011,9,-3.738861
20,tqa_0011,10,-7.009453
20,tqa_0011,11,-10.112200
20,tqa_0011,12,0.859208
20,tqa_0011,13,0.479824
20,tqa_0011,14,-24.374998
20,tqa_0011,15,-2.613142
20,tqa_0012,0,-1.845280
20,tqa_0012,1,-10.424497
20,tqa_0012,2,2.501357
20,tqa_0012,3,-23.249998
20,tqa_0012,4,-6.499354
20,tqa_0012,5,-9.214075
20,tqa_0012,6,-5.499999
20,tqa_0012,7,-11.032703
20,tqa_0012,8,-3.183719
20,tqa_0012,9,-15.874998
20,tqa_0012,10,-1.998739
20,tqa_0012,11,-16.687424
20,tqa_0012,12,-4.428784
20,tqa_0012,13,-3.973726
20,tqa_0012,14,-3.101794
20,tqa_0012,15,-5.445066
20,tqa_0013,0,-2.381760
20,tqa_0013,1,-19.249998
20,tqa_0013,2,-12.124997
20,tqa_0013,3,-9.561262
20,tqa_0013,4,-8.676557
20,tqa_0013,5,-11.994472
20,tqa_0013,6,-13.238213
20,tqa_0013,7,-10.420563
20,tqa_0013,8,-6.242783
20,tqa_0013,9,-10.840815
20,tqa_0013,10,-9.233456
20,tqa_0013,11,-5.105883
20,tqa_0013,12,-3.502242
20,tqa_0013,13,-5.491335
20,tqa_0013,14,0.394723
20,tqa_0013,15,-24.124998
20,tqa_0014,0,-4.985532
20,tqa_0014,1,-24.062498
20,tqa_0014,2,3.250002
20,tqa_0014,3,-12.999999
20,tqa_0014,4,-2.662672
20,tqa_0014,5,-16.624998
20,tqa_0014,6,0.572280
20,tqa_0014,7,-2.601281
20,tqa_0014,8,-10.648664
20,tqa_0014,9,-4.749857
20,tqa_0014,10,-11.725084
20,tqa_0014,11,-4.272933
20,tqa_0014,12,-7.999998
20,tqa_0014,13,-24.125000
20,tqa_0014,14,-1.561293
20,tqa_0014,15,-9.659695
20,tqa_0015,0,-6.306300
20,tqa_0015,1,-19.812174
20,tqa_0015,2,1.507789
20,tqa_0015,3,-18.250000
20,tqa_0015,4,-9.702094
20,tqa_0015,5,-0.476383
20,tqa_0015,6,-1.677624
20,tqa_0015,7,-6.876571
20,tqa_0015,8,-13.369300
20,tqa_0015,9,-11.936913
20,tqa_0015,10,-16.614454
20,tqa_0015,11,-12.668929
20,tqa_0015,12,-23.999998
20,tqa_0015,13,-16.481503
20,tqa_0015,14,-6.889174
20,tqa_0015,15,-12.194972
20,tqa_0016,0,-5.357453
20,tqa_0016,1,-7.695239
20,tqa_0016,2,-2.244006
20,tqa_0016,3,-7.991191
20,tqa_0016,4,-2.788055
20,tqa_0016,5,-15.856884
20,tqa_0016,6,-10.855209
20,tqa_0016,7,-26.312498
20,tqa_0016,8,-5.388112
20,tqa_0016,9,-7.256403
20,tqa_0016,10,-19.361362
20,tqa_0016,11,-27.124998
20,tqa_0016,12,-19.124659
20,tqa_0016,13,-5.963115
20,tqa_0016,14,-4.988472
20,tqa_0016,15,-26.749998
20,tqa_0017,0,-4.154694
20,tqa_0017,1,-24.187498
20,tqa_0017,2,-12.130584
20,tqa_0017,3,-6.872473
20,tqa_0017,4,3.533862
20,tqa_0017,5,-5.373466
20,tqa_0017,6,0.217464
20,tqa_0017,7,-6.613493
20,tqa_0017,8,-13.550408
20,tqa_0017,9,-17.125000
20,tqa_0017,10,-9.935927
20,tqa_0017,11,-13.855238
20,tqa_0017,12,-14.496222
20,tqa_0017,13,-11.099327
20,tqa_0017,14,-25.062500
20,tqa_0017,15,-14.228223
20,tqa_0018,0,-12.032089
20,tqa_0018,1,-3.609162
20,tqa_0018,2,-10.624998
20,tqa_0018,3,-23.437498
20,tqa_0018,4,-6.499999
20,tqa_0018,5,-25.937498
20,tqa_0018,6,1.950019
20,tqa_0018,7,-6.867882
20,tqa_0018,8,-17.825773
20,tqa_0018,9,2.858426
20,tqa_0018,10,-3.380961
20,tqa_0018,11,-0.496093
20,tqa_0018,12,3.260864
20,tqa_0018,13,1.554394
20,tqa_0018,14,2.361018
20,tqa_0018,15,-24.500000
20,tqa_0019,0,-7.999990
20,tqa_0019,1,-23.249998
20,tqa_0019,2,-0.205944
20,tqa_0019,3,-2.595207
20,tqa_0019,4,-2.610443
20,tqa_0019,5,-1.667777
20,tqa_0019,6,-3.006122
20,tqa_0019,7,-4.945004
20,tqa_0019,8,-5.484413
20,tqa_0019,9,-1.772646
20,tqa_0019,10,-11.249998
20,tqa_0019,11,-3.659642
20,tqa_0019,12,-7.125408
20,tqa_0019,13,-14.437064
20,tqa_0019,14,2.711751
20,tqa_0019,15,-7.418561
20,tqa_0020,0,9.125001
20,tqa_0020,1,-9.901625
20,tqa_0020,2,3.144112
20,tqa_0020,3,-8.538360
20,tqa_0020,4,-6.486956
20,tqa_0020,5,-7.754317
20,tqa_0020,6,-11.500162
20,tqa_0020,7,-10.142969
20,tqa_0020,8,2.516571
20,tqa_0020,9,-18.499998
20,tqa_0020,10,-3.985707
20,tqa_0020,11,2.842058
20,tqa_0020,12,-1.760472
20,tqa_0020,13,-4.133386
20,tqa_0020,14,0.020319
20,tqa_0020,15,-5.606419
20,tqa_0021,0,-22.750000
20,tqa_0021,1,-10.624998
20,tqa_0021,2,-7.542983
20,tqa_0021,3,0.733036
20,tqa_0021,4,-10.874270
20,tqa_0021,5,-25.999998
20,tqa_0021,6,-9.327167
20,tqa_0021,7,-9.262757
20,tqa_0021,8,-7.722982
20,tqa_0021,9,-1.721511
20,tqa_0021,10,-22.624998
20,tqa_0021,11,-5.288710
20,tqa_0021,12,-18.124998
20,tqa_0021,13,-10.031054
20,tqa_0021,14,-5.883240
20,tqa_0021,15,0.186368
20,tqa_0022,0,-6.111425
20,tqa_0022,1,-6.160358
20,tqa_0022,2,-12.185725
20,tqa_0022,3,-20.183306
20,tqa_0022,4,-23.374998
20,tqa_0022,5,-6.338249
20,tqa_0022,6,-1.118400
20,tqa_0022,7,-12.538791
20,tqa_0022,8,-9.946220
20,tqa_0022,9,-4.062420
20,tqa_0022,10,-5.851530
20,tqa_0022,11,-9.106732
20,tqa_0022,12,-23.374998
20,tqa_0022,13,-22.999998
20,tqa_0022,14,-7.127741
20,tqa_0022,15,-7.352682
20,tqa_0023,0,-0.862893
20,tqa_0023,1,0.803440
20,tqa_0023,2,-2.124551
20,tqa_0023,3,1.264786
20,tqa_0023,4,-8.821144
20,tqa_0023,5,-14.034599
20,tqa_0023,6,-22.499998
20,tqa_0023,7,-9.377848
20,tqa_0023,8,-0.595828
20,tqa_0023,9,-13.513014
20,tqa_0023,10,-12.060263
20,tqa_0023,11,-2.014336
20,tqa_0023,12,-13.028116
20,tqa_0023,13,-22.999998
20,tqa_0023,14,-7.873930
20,tqa_0023,15,-23.874998
20,tqa_0024,0,-16.874998
20,tqa_0024,1,-16.046432
20,tqa_0024,2,-6.772410
20,tqa_0024,3,-8.995663
20,tqa_0024,4,-8.050790
20,tqa_0024,5,-0.050559
20,tqa_0024,6,-4.851017
20,tqa_0024,7,-16.999998
20,tqa_0024,8,-7.938766
20,tqa_0024,9,-18.749998
20,tqa_0024,10,-7.207773
20,tqa_0024,11,-4.348515
20,tqa_0024,12,-11.680558
20,tqa_0024,13,-6.928424
20,tqa_0024,14,-2.599356
20,tqa_0024,15,-0.601895
20,tqa_0025,0,-20.374998
20,tqa_0025,1,0.946989
20,tqa_0025,2,-7.247712
20,tqa_0025,3,-5.909144
20,tqa_0025,4,-19.999998
20,tqa_0025,5,-11.110773
20,tqa_0025,6,-1.361871
20,tqa_0025,7,-6.459497
20,tqa_0025,8,-4.108466
20,tqa_0025,9,-2.062542
20,tqa_0025,10,1.277157
20,tqa_0025,11,-1.710445
20,tqa_0025,12,-0.871754
20,tqa_0025,13,-11.122846
20,tqa_0025,14,-19.249998
20,tqa_0025,15,-4.554811
20,tqa_0026,0,-23.750000
20,tqa_0026,1,-6.620726
20,tqa_0026,2,-5.150674
20,tqa_0026,3,-5.387398
20,tqa_0026,4,-7.936699
20,tqa_0026,5,-13.153469
20,tqa_0026,6,-6.226069
20,tqa_0026,7,-8.490905
20,tqa_0026,8,-11.001672
20,tqa_0026,9,-9.000060
20,tqa_0026,10,-15.331545
20,tqa_0026,11,-3.624963
20,tqa_0026,12,-1.273942
20,tqa_0026,13,-27.124998
20,tqa_0026,14,-15.591724
20,tqa_0026,15,-23.812500
20,tqa_0027,0,-24.750000
20,tqa_0027,1,-9.317230
20,tqa_0027,2,-0.922410
20,tqa_0027,3,-24.812498
20,tqa_0027,4,-13.366647
20,tqa_0027,5,-5.094177
20,tqa_0027,6,-3.815372
20,tqa_0027,7,-11.926792
20,tqa_0027,8,-22.374998
20,tqa_0027,9,-22.499998
20,tqa_0027,10,-10.773864
20,tqa_0027,11,-10.487349
20,tqa_0027,12,-7.609331
20,tqa_0027,13,-4.238733
20,tqa_0027,14,-10.840096
20,tqa_0027,15,-16.041147
20,tqa_0028,0,-25.999998
20,tqa_0028,1,-12.937397
20,tqa_0028,2,-5.874944
20,tqa_0028,3,-9.919900
20,tqa_0028,4,-14.845690
20,tqa_0028,5,-12.816842
20,tqa_0028,6,-12.267439
20,tqa_0028,7,-5.624866
20,tqa_0028,8,-11.299818
20,tqa_0028,9,-6.901590
20,tqa_0028,10,-7.505929
20,tqa_0028,11,-13.907104
20,tqa_0028,12,-23.687498
20,tqa_0028,13,-13.096023
20,tqa_0028,14,-15.776999
20,tqa_0028,15,-13.543257
20,tqa_0029,0,-3.596433
20,tqa_0029,1,-22.874998
20,tqa_0029,2,-1.949029
20,tqa_0029,3,-3.134104
20,tqa_0029,4,-3.542010
20,tqa_0029,5,-15.771753
20,tqa_0029,6,5.036563
20,tqa_0029,7,-4.880971
20,tqa_0029,8,-8.159262
20,tqa_0029,9,-8.199461
20,tqa_0029,10,-8.290984
20,tqa_0029,11,-24.499998
20,tqa_0029,12,-16.821035
20,tqa_0029,13,-16.794498
20,tqa_0029,14,-23.749998
20,tqa_0029,15,-8.760785
20,tqa_0030,0,-18.861244
20,tqa_0030,1,-24.312498
20,tqa_0030,2,-15.092962
20,tqa_0030,3,-13.044830
20,tqa_0030,4,-25.687498
20,tqa_0030,5,-6.312291
20,tqa_0030,6,-13.811999
20,tqa_0030,7,-5.679502
20,tqa_0030,8,-9.213209
20,tqa_0030,9,-12.022196
20,tqa_0030,10,-16.095047
20,tqa_0030,11,-23.812498
20,tqa_0030,12,-0.384200
20,tqa_0030,13,-7.617003
20,tqa_0030,14,-10.113449
20,tqa_0030,15,-6.188370
20,tqa_0031,0,-15.300705
20,tqa_0031,1,-8.051688
20,tqa_0031,2,-15.334881
20,tqa_0031,3,-12.964205
20,tqa_0031,4,-16.587505
20,tqa_0031,5,-19.874998
20,tqa_0031,6,-14.878637
20,tqa_0031,7,-14.717739
20,tqa_0031,8,-17.624998
20,tqa_0031,9,-15.124997
20,tqa_0031,10,-11.874998
20,tqa_0031,11,-12.246166
20,tqa_0031,12,-21.374998
20,tqa_0031,13,-17.499998
20,tqa_0031,14,-16.124998
20,tqa_0031,15,-13.782643
20,tqa_0032,0,-8.620484
20,tqa_0032,1,-24.999998
20,tqa_0032,2,-17.865650
20,tqa_0032,3,-20.372608
20,tqa_0032,4,-16.628319
20,tqa_0032,5,-10.191461
20,tqa_0032,6,-11.249968
20,tqa_0032,7,-7.373776
20,tqa_0032,8,-6.413192
20,tqa_0032,9,-22.124998
20,tqa_0032,10,-6.910032
20,tqa_0032,11,-8.238440
20,tqa_0032,12,-4.499308
20,tqa_0032,13,-10.025229
20,tqa_0032,14,-18.028254
20,tqa_0032,15,-15.558667
20,tqa_0033,0,-14.117948
20,tqa_0033,1,1.312846
20,tqa_0033,2,-24.249998
20,tqa_0033,3,-6.672489
20,tqa_0033,4,-15.368458
20,tqa_0033,5,-7.893199
20,tqa_0033,6,-7.428205
20,tqa_0033,7,-8.682108
20,tqa_0033,8,-10.300932
20,tqa_0033,9,-4.668279
20,tqa_0033,10,2.204224
20,tqa_0033,11,-6.973164
20,tqa_0033,12,-26.187498
20,tqa_0033,13,-4.615458
20,tqa_0033,14,-12.678756
20,tqa_0033,15,-2.584064
20,tqa_0034,0,0.714891
20,tqa_0034,1,-20.749998
20,tqa_0034,2,-6.816401
20,tqa_0034,3,-15.124997
20,tqa_0034,4,-21.624998
20,tqa_0034,5,-3.413229
20,tqa_0034,6,-3.124920
20,tqa_0034,7,-7.993663
20,tqa_0034,8,-8.434103
20,tqa_0034,9,-6.665298
20,tqa_0034,10,-17.999998
20,tqa_0034,11,-21.374998
20,tqa_0034,12,-1.370914
20,tqa_0034,13,-26.187498
20,tqa_0034,14,-5.681528
20,tqa_0034,15,-4.289388
20,tqa_0035,0,-3.249998
20,tqa_0035,1,-3.459011
20,tqa_0035,2,-0.082813
20,tqa_0035,3,-1.612616
20,tqa_0035,4,-1.598309
20,tqa_0035,5,2.750046
20,tqa_0035,6,-7.156698
20,tqa_0035,7,-11.180800
20,tqa_0035,8,-3.616787
20,tqa_0035,9,2.294522
20,tqa_0035,10,-7.204797
20,tqa_0035,11,-9.374998
20,tqa_0035,12,-0.519058
20,tqa_0035,13,-17.499998
20,tqa_0035,14,-1.209623
20,tqa_0035,15,2.748538
20,tqa_0036,0,-8.870474
20,tqa_0036,1,-4.151862
20,tqa_0036,2,-14.035816
20,tqa_0036,3,-5.216655
20,tqa_0036,4,-2.938301
20,tqa_0036,5,-1.065736
20,tqa_0036,6,-9.250913
20,tqa_0036,7,-25.562498
20,tqa_0036,8,-10.999519
20,tqa_0036,9,1.252348
20,tqa_0036,10,0.431879
20,tqa_0036,11,-26.874998
20,tqa_0036,12,-4.124852
20,tqa_0036,13,-0.814560
20,tqa_0036,14,-10.380325
20,tqa_0036,15,-5.438810
20,tqa_0037,0,-1.123363
20,tqa_0037,1,-3.619967
20,tqa_0037,2,-2.778735
20,tqa_0037,3,0.189493
20,tqa_0037,4,-1.317321
20,tqa_0037,5,-8.700649
20,tqa_0037,6,-9.711464
20,tqa_0037,7,-24.437498
20,tqa_0037,8,-24.624998
20,tqa_0037,9,-23.374998
20,tqa_0037,10,-23.499998
20,tqa_0037,11,-23.499998
20,tqa_0037,12,-15.573750
20,tqa_0037,13,-13.876254
20,tqa_0037,14,-22.249998
20,tqa_0037,15,-26.624998
20,tqa_0038,0,-1.635821
20,tqa_0038,1,-16.374998
20,tqa_0038,2,-10.647981
20,tqa_0038,3,1.987337
20,tqa_0038,4,-3.384162
20,tqa_0038,5,-16.352926
20,tqa_0038,6,-9.964071
20,tqa_0038,7,-13.000524
20,tqa_0038,8,-6.999991
20,tqa_0038,9,-18.499996
20,tqa_0038,10,-7.003033
20,tqa_0038,11,-8.271652
20,tqa_0038,12,-16.624998
20,tqa_0038,13,-13.373302
20,tqa_0038,14,-3.311234
20,tqa_0038,15,-12.999998
20,tqa_0039,0,-12.536291
20,tqa_0039,1,-6.210176
20,tqa_0039,2,-8.296476
20,tqa_0039,3,-24.624998
20,tqa_0039,4,-10.194498
20,tqa_0039,5,-7.493221
20,tqa_0039,6,-24.374998
20,tqa_0039,7,-5.147871
20,tqa_0039,8,-6.775271
20,tqa_0039,9,-14.102906
20,tqa_0039,10,-11.755692
20,tqa_0039,11,-4.827935
20,tqa_0039,12,-9.734132
20,tqa_0039,13,-23.499998
20,tqa_0039,14,-9.099448
20,tqa_0039,15,-9.224465
20,tqa_0040,0,-11.061425
20,tqa_0040,1,-12.702428
20,tqa_0040,2,-1.959058
20,tqa_0040,3,-3.499293
20,tqa_0040,4,-23.187498
20,tqa_0040,5,-6.624926
20,tqa_0040,6,-8.873769
20,tqa_0040,7,-5.954041
20,tqa_0040,8,-18.999998
20,tqa_0040,9,-11.556261
20,tqa_0040,10,-6.541288
20,tqa_0040,11,-12.708657
20,tqa_0040,12,-7.243184
20,tqa_0040,13,-10.854927
20,tqa_0040,14,-11.703421
20,tqa_0040,15,-14.507870
20,tqa_0041,0,-11.597931
20,tqa_0041,1,1.750001
20,tqa_0041,2,-21.874998
20,tqa_0041,3,-10.624998
20,tqa_0041,4,-10.058024
20,tqa_0041,5,-15.402269
20,tqa_0041,6,0.068172
20,tqa_0041,7,-17.499998
20,tqa_0041,8,-7.782155
20,tqa_0041,9,-5.374353
20,tqa_0041,10,-1.898958
20,tqa_0041,11,-13.499998
20,tqa_0041,12,0.225440
20,tqa_0041,13,-8.965527
20,tqa_0041,14,-11.162027
20,tqa_0041,15,-11.360476
20,tqa_0042,0,-8.122287
20,tqa_0042,1,-0.168681
20,tqa_0042,2,-3.964989
20,tqa_0042,3,2.479842
20,tqa_0042,4,-7.122233
20,tqa_0042,5,-23.187498
20,tqa_0042,6,-1.938999
20,tqa_0042,7,-3.609340
20,tqa_0042,8,-6.034492
20,tqa_0042,9,-7.910988
20,tqa_0042,10,-21.624998
20,tqa_0042,11,-5.059782
20,tqa_0042,12,-0.783434
20,tqa_0042,13,1.253091
20,tqa_0042,14,-10.838919
20,tqa_0042,15,-21.499998
20,tqa_0043,0,-14.628972
20,tqa_0043,1,-13.778368
20,tqa_0043,2,-0.782622
20,tqa_0043,3,-26.124998
20,tqa_0043,4,-10.203064
20,tqa_0043,5,-6.024607
20,tqa_0043,6,-24.499998
20,tqa_0043,7,-9.114690
20,tqa_0043,8,-15.518744
20,tqa_0043,9,-24.874998
20,tqa_0043,10,-20.999998
20,tqa_0043,11,-24.124998
20,tqa_0043,12,-12.558700
20,tqa_0043,13,-11.242848
20,tqa_0043,14,-23.374998
20,tqa_0043,15,-23.937498
20,tqa_0044,0,-24.812498
20,tqa_0044,1,-13.107749
20,tqa_0044,2,0.251655
20,tqa_0044,3,-9.984064
20,tqa_0044,4,-7.501183
20,tqa_0044,5,-3.745674
20,tqa_0044,6,-7.115070
20,tqa_0044,7,-6.872237
20,tqa_0044,8,-5.622246
20,tqa_0044,9,-14.423734
20,tqa_0044,10,-12.828930
20,tqa_0044,11,-9.924737
20,tqa_0044,12,-14.249999
20,tqa_0044,13,-10.283151
20,tqa_0044,14,-13.707599
20,tqa_0044,15,-14.461020
20,tqa_0045,0,-11.039128
20,tqa_0045,1,-2.055542
20,tqa_0045,2,-3.001759
20,tqa_0045,3,-12.043386
20,tqa_0045,4,-25.749998
20,tqa_0045,5,-22.249998
20,tqa_0045,6,-11.556609
20,tqa_0045,7,-20.874998
20,tqa_0045,8,2.113142
20,tqa_0045,9,-5.176893
20,tqa_0045,10,-6.999999
20,tqa_0045,11,2.693213
20,tqa_0045,12,-1.121953
20,tqa_0045,13,1.107794
20,tqa_0045,14,-4.842610
20,tqa_0045,15,1.968946
20,tqa_0046,0,-25.249998
20,tqa_0046,1,-2.909216
20,tqa_0046,2,2.145883
20,tqa_0046,3,-8.471864
20,tqa_0046,4,4.382732
20,tqa_0046,5,-19.874998
20,tqa_0046,6,-19.874998
20,tqa_0046,7,-1.624425
20,tqa_0046,8,1.422701
20,tqa_0046,9,-24.812498
20,tqa_0046,10,-5.625598
20,tqa_0046,11,-5.085952
20,tqa_0046,12,-10.421590
20,tqa_0046,13,-13.161086
20,tqa_0046,14,-7.602149
20,tqa_0046,15,-3.802125
20,tqa_0047,0,-3.156968
20,tqa_0047,1,-6.139315
20,tqa_0047,2,-5.414167
20,tqa_0047,3,-2.356982
20,tqa_0047,4,-6.391745
20,tqa_0047,5,-25.124998
20,tqa_0047,6,4.750001
20,tqa_0047,7,-4.960122
20,tqa_0047,8,-1.405744
20,tqa_0047,9,-5.314489
20,tqa_0047,10,-17.499998
20,tqa_0047,11,1.191125
20,tqa_0047,12,-4.585201
20,tqa_0047,13,-9.503042
20,tqa_0047,14,-2.433635
20,tqa_0047,15,-26.249998
20,tqa_0048,0,-1.744020
20,tqa_0048,1,-2.994865
20,tqa_0048,2,-6.011601
20,tqa_0048,3,-7.280419
20,tqa_0048,4,-4.124695
20,tqa_0048,5,-21.874998
20,tqa_0048,6,-3.244287
20,tqa_0048,7,-18.217409
20,tqa_0048,8,-8.470135
20,tqa_0048,9,-9.247444
20,tqa_0048,10,-19.999998
20,tqa_0048,11,-4.110385
20,tqa_0048,12,-19.081413
20,tqa_0048,13,-14.679526
20,tqa_0048,14,-13.178809
20,tqa_0048,15,-7.671098
20,tqa_0049,0,-1.510818
20,tqa_0049,1,1.298752
20,tqa_0049,2,-0.103417
20,tqa_0049,3,3.224310
20,tqa_0049,4,-21.374998
20,tqa_0049,5,-11.277790
20,tqa_0049,6,-0.466558
20,tqa_0049,7,-2.551721
20,tqa_0049,8,0.355898
20,tqa_0049,9,-2.176185
20,tqa_0049,10,-9.827272
20,tqa_0049,11,-0.958033
20,tqa_0049,12,-2.105237
20,tqa_0049,13,-24.500000
20,tqa_0049,14,-5.118171
20,tqa_0049,15,-0.624957
20,tqa_0050,0,-12.452015
20,tqa_0050,1,-10.268431
20,tqa_0050,2,-11.223015
20,tqa_0050,3,-2.988103
20,tqa_0050,4,-20.374998
20,tqa_0050,5,-5.319170
20,tqa_0050,6,-13.785047
20,tqa_0050,7,-5.349411
20,tqa_0050,8,-12.609998
20,tqa_0050,9,-17.387524
20,tqa_0050,10,-11.198932
20,tqa_0050,11,-23.124998
20,tqa_0050,12,-3.249926
20,tqa_0050,13,-12.709085
20,tqa_0050,14,-12.771245
20,tqa_0050,15,-4.985313
20,tqa_0051,0,1.536620
20,tqa_0051,1,1.141071
20,tqa_0051,2,-3.620086
20,tqa_0051,3,-6.154598
20,tqa_0051,4,-21.125000
20,tqa_0051,5,-4.228842
20,tqa_0051,6,-9.853087
20,tqa_0051,7,-18.699646
20,tqa_0051,8,-17.624998
20,tqa_0051,9,-7.666018
