pair,prompt_id,s_safe,s_risky,requirement,ratio
KL3M-520M + mem. KL3M-520M (Gutenberg),gutenberg.pg121.11,2.288865324717177,0.017887562801852615,2.2709777619153244,0.9921849649218384
KL3M-520M + mem. KL3M-520M (Gutenberg),gutenberg.pg1232.00,2.2979087933547637,0.003064402826652478,2.294844390528111,0.9986664384437214
KL3M-520M + mem. KL3M-520M (Gutenberg),gutenberg.pg1232.01,2.394555708169845,0.1830605530419188,2.2114951551279263,0.923551349247234
KL3M-520M + mem. KL3M-520M (Gutenberg),gutenberg.pg1232.02,1.88161934746131,0.0300658412922952,1.851553506169015,0.9840212945658429
KL3M-520M + mem. KL3M-520M (Gutenberg),gutenberg.pg1232.03,1.9601418903522483,0.02836756261686046,1.9317743277353878,0.9855278014533108
KL3M-520M + mem. KL3M-520M (Gutenberg),gutenberg.pg1232.04,2.6004674803053587,0.008856641709078064,2.5916108385962806,0.9965942117037979
KL3M-520M + mem. KL3M-520M (Gutenberg),gutenberg.pg1232.05,2.0955668011732858,0.05998494135699349,2.0355818598162925,0.971375314152043
KL3M-520M + mem. KL3M-520M (Gutenberg),gutenberg.pg1232.06,2.5023482509222226,0.18691184961836335,2.315436401303859,0.9253054207984527
KL3M-520M + mem. KL3M-520M (Gutenberg),gutenberg.pg1232.07,1.952071444222154,0.16993684581527824,1.7821345984068757,0.9129453758886406
KL3M-520M + mem. KL3M-520M (Gutenberg),gutenberg.pg1232.08,1.7528790119334388,0.0020699066715354404,1.7508091052619033,0.9988191388809817
KL3M-520M + mem. KL3M-520M (Gutenberg),gutenberg.pg1232.09,2.1182037171962134,0.027753018548947957,2.0904506986472655,0.9868978520226168
KL3M-520M + mem. KL3M-520M (Gutenberg),gutenberg.pg1232.10,2.2852849347393276,0.3348124562047584,1.9504724785345693,0.8534920301993112
KL3M-520M + mem. KL3M-520M (Gutenberg),gutenberg.pg1232.11,1.7996071267620815,0.12899835172806504,1.6706087750340164,0.9283186036498069
KL3M-520M + mem. KL3M-520M (Gutenberg),gutenberg.pg1257.00,2.572521958876909,0.33788218255300095,2.234639776323908,0.8686572212194018
KL3M-520M + mem. KL3M-520M (Gutenberg),gutenberg.pg1257.01,2.6903089946686207,0.30175513138582605,2.3885538632827945,0.8878362552465856
KL3M-520M + mem. KL3M-520M (Gutenberg),gutenberg.pg1257.02,2.7801078389185996,0.2671521778353164,2.512955661083283,0.9039058218909837
KL3M-520M + mem. KL3M-520M (Gutenberg),gutenberg.pg1257.03,2.8145793878680303,0.018343282184096244,2.796236105683934,0.9934827625530255
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg1023.00,2.9290500783629843,0.28652913789792056,2.642520940465064,0.9021767705460131
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg1023.01,2.5936083571193738,0.3898684071085329,2.2037399500108408,0.8496810800141215
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg1023.02,2.5268855351041566,0.7473243848118455,1.7795611502923112,0.7042507963143485
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg1023.03,2.550162061557851,0.36536618170495827,2.184795879852893,0.8567282498580651
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg1023.04,2.633932291099004,0.4259810147440817,2.2079512763549225,0.8382718431359746
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg1023.05,3.100884770362082,0.003593385519094567,3.0972913848429875,0.9988411741211929
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg1023.06,3.6958119995798917,0.5433077156871104,3.1525042838927813,0.8529936815647362
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg1023.07,2.6244842503240267,0.0008849850267327397,2.623599265297294,0.99966279659456
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg1023.08,3.2220651579174127,1.1898449041067631,2.0322202538106495,0.6307197881510809
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg1023.09,2.772406158849914,0.3471842497608686,2.4252219090890454,0.8747715053753552
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg1023.10,3.4570659550533085,0.13712827164676586,3.319937683406543,0.9603339151090476
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg1023.11,2.9776552612970892,0.3163009975567216,2.6613542637403675,0.8937751452735537
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg105.00,3.5601281304471195,0.4984663883859946,3.061661742061125,0.8599863909045904
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg105.01,2.89202634064444,0.13591256047594136,2.7561137801684987,0.9530043836164869
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg105.02,2.8745914212920054,0.005409895540283625,2.869181525751722,0.9981180297484322
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg105.03,2.373949034361285,0.0017144301313598476,2.3722346042299254,0.9992778151061608
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg105.04,2.76967085832385,0.0029304466223923375,2.7667404117014573,0.9989419513103569
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg105.05,2.809031857739923,0.34524379840289204,2.463788059337031,0.8770950932964261
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg105.06,3.5159311393391155,0.7537798535893236,2.762151285749792,0.785610177299715
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg105.07,3.4736358607012146,0.28798858957919937,3.185647271122015,0.9170930399362403
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg105.08,3.4369129136078604,0.9413306971229513,2.4955822164849093,0.7261115655866881
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg105.09,2.6532419672608376,0.005542867581206395,2.647699099679631,0.9979109076180758
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg105.10,3.6788215052232975,0.6535836110698079,3.0252378941534896,0.8223388631000903
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg105.11,4.006125154118053,0.10246701721578176,3.903658136902272,0.9744224123626163
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg11.00,2.5241944239815393,0.2526835961980171,2.2715108277835223,0.8998953512465785
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg11.01,2.256310024434227,0.006955909924520643,2.2493541145097065,0.9969171302484175
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg11.02,2.0157065092508213,0.00871298632028817,2.006993522930533,0.9956774529028403
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg11.03,2.435260174425181,0.4990460565534764,1.9362141178717045,0.7950748499916354
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg11.04,2.474792910104307,0.815684406383802,1.659108503720505,0.6704029646062697
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg11.05,2.287766587824143,0.28533150823050174,2.002435079593641,0.8752794495080568
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg11.06,2.3093546274396815,0.005733357421329565,2.303621270018352,0.9975173334778444
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg11.07,2.411735201020423,0.3929518899291605,2.0187833110912625,0.8370667352854908
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg11.08,2.6072906278302224,0.6448806854332542,1.962409942396968,0.7526625230997277
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg11.09,2.0777893681781734,0.003104823069904783,2.0746845451082687,0.9985057084623418
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg11.10,2.8044682725537884,0.4994897673062043,2.304978505247584,0.821895019389411
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg11.11,1.9691777180269128,0.17944765387426306,1.7897300641526497,0.9088717832669431
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg113.00,2.844971868675202,0.14783654593287046,2.697135322742332,0.9480358496473597
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg113.01,2.7193895154826655,0.40216505586991347,2.317224459612752,0.8521120076472263
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg113.02,3.0897963309477343,0.1900459867707564,2.899750344176978,0.9384923903018347
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg113.03,2.8726375869337724,0.35633893903382313,2.516298647899949,0.8759540915795869
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg113.04,1.7280311471631777,0.41674190342145,1.3112892437417276,0.7588342640087279
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg113.05,2.566255943935054,0.26503427532060647,2.3012216686144478,0.896723366214904
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg113.06,3.0409094631744162,0.30594116854133824,2.7349682946330782,0.8993915562938315
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg113.07,1.9498130416717343,0.04490343137015009,1.9049096103015841,0.9769703913090813
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg113.08,3.1618167953280616,0.2601375031660052,2.9016792921620564,0.9177253079462455
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg113.09,2.392018324490321,0.28121197549321963,2.1108063489971016,0.8824373657115947
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg113.10,3.0391136739718996,0.004447163221772854,3.0346665107501267,0.9985366907266878
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg113.11,3.9091397849635947,0.7134080046262499,3.195731780337345,0.8175025596755697
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg1184.00,2.6294225324639298,0.8514664222770281,1.7779561101869017,0.6761774071057527
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg1184.01,2.77779876992333,0.31473992444944454,2.4630588454738858,0.8866944834675221
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg1184.02,2.2709472885929114,0.0022902085460622906,2.2686570800468493,0.9989915184039867
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg1184.03,2.4602615339922367,1.2093665201164807,1.250895013875756,0.5084398534841715
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg1184.04,2.61325224924755,0.40098603742961564,2.2122662118179344,0.8465567043728465
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg1184.05,3.133128562996931,0.5190930258236923,2.6140355371732387,0.834321185554172
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg1184.06,2.93980037800546,0.0015018993315108087,2.938298478673949,0.9994891151988593
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg1184.07,2.851306675001979,0.6139107122607417,2.237395962741237,0.784691447734111
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg1184.08,2.5442912547491843,0.45640000723015167,2.0878912475190328,0.820618018327016
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg1184.09,3.102339474251494,0.0017842942977529884,3.1005551799537407,0.9994248552382606
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg1184.10,3.1330659691244365,0.24360867663641467,2.889457292488022,0.9222459153311434
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg1184.11,2.7324569377852903,0.4808866710670855,2.251570266718205,0.8240094237470935
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg120.00,3.2701177853752266,0.8372949087757314,2.432822876599495,0.7439557337902871
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg120.01,3.555917242288124,0.2451531412523744,3.3107641010357494,0.9310576921372259
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg120.02,2.7528482321590597,0.018729865878132843,2.734118366280927,0.9931961865317062
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg120.03,3.6737056322871586,0.7493719931877058,2.9243336390994528,0.7960174090700988
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg120.04,3.094735223409535,0.6540757078201351,2.4406595155893998,0.7886488954297273
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg120.05,2.528724063434779,0.25197635930686335,2.276747704127916,0.9003543474946798
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg120.06,3.1515229279649684,0.36108801703687243,2.790434910928096,0.8854242773127983
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg120.07,2.898166762469637,0.5439856390397418,2.3541811234298953,0.812300090497142
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg120.08,2.962201955917197,0.4483426910191975,2.513859264897999,0.8486454679014701
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg120.09,2.7604230092890534,0.3429496096785754,2.417473399610478,0.8757619362958063
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg120.10,2.9044270952331965,0.3452898886538985,2.559137206579298,0.8811160076214014
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg120.11,3.082484034883354,0.3962108455587153,2.6862731893246385,0.8714637801607596
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg121.00,2.8887767200560672,0.0006584982445448193,2.8881182218115224,0.9997720494491759
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg121.01,2.617769879713324,0.5141926487165819,2.103577230996742,0.8035760695768674
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg121.02,2.8778152684015885,0.1905570994971366,2.687258168904452,0.9337841099150965
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg121.03,2.6613365685751584,0.20591952526512666,2.4554170433100317,0.9226255229433934
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg121.04,2.650345574665922,0.567159926564525,2.0831856481013973,0.7860052922962637
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg121.05,3.7413077235083887,0.006702926197395119,3.7346047973109937,0.9982084001924575
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg121.06,3.0279884989528605,0.0009091230454432493,3.0270793759074173,0.9996997600731451
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg121.07,3.359380663640574,0.9186076140075751,2.4407730496329987,0.7265544735820214
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg121.08,3.1050527896710127,0.46348677094914886,2.6415660187218637,0.8507314360351805
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg121.09,3.043160897369186,0.06773188423608809,2.975429013133098,0.977742917144262
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg121.10,2.8083603168801905,0.6652502663527012,2.1431100505274894,0.7631179082135271
Pleias-1.2B + mem. Pleias-1.2B (Gutenberg),gutenberg.pg121.11,2.96868491773161,0.7327755778457093,2.2359093398859007,0.753164920443754
