run,novel,setting,constraint,prefix_debt,k,mode,L,n_passages,nv_recall_mean,nv_recall_ge_0p8_pct,lcs_word_mean,spend_total_mean,max_query_Z_over_K,R_total_mean,invariant_violations,steps_forced_pct,steps_free_pct,steps_active_pct,R_over_K_max,queries
1984_A,1984,A_temp1,kl,1,20.0,single,0,8,0.4137,37.5,51.62,349.12,0.155,351.82,0,0.0,100.0,0.0,0.1571,8
1984_A,1984,A_temp1,kl,1,20.0,oracle,50,8,0.6458,37.5,70.5,524.47,0.1744,527.02,0,0.0,100.0,0.0,0.1787,32
1984_A,1984,A_temp1,kl,1,20.0,chained,50,8,0.3524,37.5,29.75,357.76,0.1866,347.07,0,0.0,100.0,0.0,0.1743,32
1984_B,1984,B_authors,kl,1,-1.0,single,0,8,0.316,25.0,45.12,0.0,0.0,445.02,0,0.0,100.0,0.0,,8
1984_B,1984,B_authors,kl,1,-1.0,oracle,50,8,0.6303,25.0,71.0,0.0,0.0,582.28,0,0.0,100.0,0.0,,32
1984_B,1984,B_authors,kl,1,-1.0,chained,50,8,0.4743,50.0,60.12,0.0,0.0,522.33,0,0.0,100.0,0.0,,32
1984_B,1984,B_authors,kl,1,0.0,single,0,8,0.0,0.0,2.0,0.0,0.0,0.0,0,100.0,0.0,0.0,,8
1984_B,1984,B_authors,kl,1,0.0,oracle,50,8,0.0,0.0,2.38,0.0,0.0,0.0,0,100.0,0.0,0.0,,32
1984_B,1984,B_authors,kl,1,0.0,chained,50,8,0.0,0.0,2.38,0.0,0.0,0.0,0,100.0,0.0,0.0,,32
1984_B,1984,B_authors,kl,1,1.0,single,0,8,0.0,0.0,1.62,101.64,0.9557,102.55,0,6.45,59.4,34.15,0.9648,8
1984_B,1984,B_authors,kl,1,1.0,oracle,50,8,0.0,0.0,2.25,158.32,0.9406,164.37,0,17.89,39.97,42.13,1.1082,32
1984_B,1984,B_authors,kl,1,1.0,chained,50,8,0.0,0.0,2.38,141.54,0.9405,144.68,0,15.46,61.06,23.48,1.1275,32
1984_B,1984,B_authors,kl,1,1.5,single,0,8,0.0,0.0,2.5,174.6,0.8962,174.84,0,3.43,82.49,14.08,0.794,8
1984_B,1984,B_authors,kl,1,1.5,oracle,50,8,0.0,0.0,3.25,234.1,0.9034,235.42,0,11.8,55.9,32.3,1.3061,32
1984_B,1984,B_authors,kl,1,1.5,chained,50,8,0.0,0.0,2.0,197.67,0.9008,199.35,0,10.78,68.94,20.28,1.1083,32
1984_B,1984,B_authors,kl,1,3.0,single,0,8,0.0677,0.0,12.0,436.27,0.9756,446.0,0,1.17,92.28,6.55,1.0302,8
1984_B,1984,B_authors,kl,1,3.0,oracle,50,8,0.0698,0.0,9.25,494.67,0.9517,515.43,0,5.12,81.81,13.06,1.0977,32
1984_B,1984,B_authors,kl,1,3.0,chained,50,8,0.0,0.0,5.25,418.13,0.9351,418.66,0,4.89,89.41,5.7,0.9566,32
1984_B,1984,B_authors,kl,1,5.0,single,0,8,0.112,12.5,18.25,437.41,0.6087,432.83,0,0.49,98.75,0.77,0.6154,8
1984_B,1984,B_authors,kl,1,5.0,oracle,50,8,0.0955,0.0,16.75,544.23,0.7913,546.48,0,2.82,95.56,1.63,0.8308,32
1984_B,1984,B_authors,kl,1,5.0,chained,50,8,0.0,0.0,3.5,446.93,0.7557,451.52,0,2.57,96.11,1.32,0.7851,32
1984_B,1984,B_authors,kl,1,10.0,single,0,8,0.1407,12.5,21.5,455.96,0.3097,461.43,0,0.07,99.73,0.21,0.324,8
1984_B,1984,B_authors,kl,1,10.0,oracle,50,8,0.2904,0.0,33.62,540.47,0.3597,545.01,0,0.96,98.27,0.77,0.3612,32
1984_B,1984,B_authors,kl,1,10.0,chained,50,8,0.205,12.5,23.5,500.3,0.3449,498.78,0,0.62,98.31,1.06,0.3802,32
1984_B,1984,B_authors,kl,1,20.0,single,0,8,0.316,25.0,45.12,443.13,0.1733,445.02,0,0.0,100.0,0.0,0.1736,8
1984_B,1984,B_authors,kl,1,20.0,oracle,50,8,0.6303,25.0,71.0,584.65,0.221,582.28,0,0.0,100.0,0.0,0.2196,32
1984_B,1984,B_authors,kl,1,20.0,chained,50,8,0.4743,50.0,60.12,530.16,0.1887,522.33,0,0.0,100.0,0.0,0.189,32
1984_greedy,1984,A_temp1,kl,1,-1.0,single,0,8,0.5125,50.0,69.12,0.0,0.0,482.98,0,0.0,100.0,0.0,,8
1984_greedy,1984,A_temp1,kl,1,-1.0,oracle,50,8,0.8377,62.5,103.75,0.0,0.0,550.24,0,0.0,100.0,0.0,,32
1984_greedy,1984,A_temp1,kl,1,-1.0,chained,50,8,0.5125,50.0,69.0,0.0,0.0,547.17,0,0.0,100.0,0.0,,32
1984_greedy,1984,A_temp1,kl,1,0.0,single,0,8,0.0,0.0,2.25,0.0,0.0,0.0,0,100.0,0.0,0.0,,8
1984_greedy,1984,A_temp1,kl,1,0.0,oracle,50,8,0.0193,0.0,6.25,0.0,0.0,0.0,0,100.0,0.0,0.0,,32
1984_greedy,1984,A_temp1,kl,1,0.0,chained,50,8,0.0,0.0,2.25,0.0,0.0,0.0,0,100.0,0.0,0.0,,32
hp1_A,hp1,A_temp1,kl,1,-1.0,single,0,50,0.1996,6.0,25.58,0.0,0.0,369.43,0,0.0,100.0,0.0,,50
hp1_A,hp1,A_temp1,kl,1,-1.0,oracle,50,50,0.5469,18.0,53.28,0.0,0.0,541.51,0,0.0,100.0,0.0,,200
hp1_A,hp1,A_temp1,kl,1,-1.0,chained,50,50,0.2383,12.0,30.08,0.0,0.0,397.9,0,0.0,100.0,0.0,,200
hp1_A,hp1,A_temp1,kl,1,0.0,single,0,50,0.0,0.0,1.88,0.0,0.0,0.0,0,100.0,0.0,0.0,,50
hp1_A,hp1,A_temp1,kl,1,0.0,oracle,50,50,0.0,0.0,2.26,0.0,0.0,0.0,0,100.0,0.0,0.0,,200
hp1_A,hp1,A_temp1,kl,1,0.0,chained,50,50,0.0,0.0,1.84,0.0,0.0,0.0,0,100.0,0.0,0.0,,200
hp1_A,hp1,A_temp1,kl,1,1.0,single,0,50,0.0,0.0,1.84,144.42,0.9599,141.39,0,5.29,76.14,18.57,1.074,50
hp1_A,hp1,A_temp1,kl,1,1.0,oracle,50,50,0.0,0.0,2.64,143.44,0.866,142.41,0,20.81,52.09,27.1,1.3164,200
hp1_A,hp1,A_temp1,kl,1,1.0,chained,50,50,0.0,0.0,1.76,79.51,0.866,77.31,0,18.69,69.49,11.82,1.1705,200
hp1_A,hp1,A_temp1,kl,1,1.5,single,0,50,0.0,0.0,2.02,204.18,0.9739,206.84,0,3.53,82.2,14.27,1.1598,50
hp1_A,hp1,A_temp1,kl,1,1.5,oracle,50,50,0.0035,0.0,3.38,222.49,0.8963,222.54,0,13.58,68.05,18.36,1.2071,200
hp1_A,hp1,A_temp1,kl,1,1.5,chained,50,50,0.0,0.0,1.94,127.74,0.8963,127.77,0,12.4,79.51,8.09,1.2026,200
hp1_A,hp1,A_temp1,kl,1,3.0,single,0,50,0.0174,2.0,3.7,301.7,0.8656,302.47,0,1.53,97.52,0.95,0.9183,50
hp1_A,hp1,A_temp1,kl,1,3.0,oracle,50,50,0.0217,0.0,5.72,358.31,0.9119,356.41,0,6.32,90.72,2.96,1.0582,200
hp1_A,hp1,A_temp1,kl,1,3.0,chained,50,50,0.0,0.0,2.08,213.25,0.884,212.05,0,5.88,92.21,1.9,1.074,200
hp1_A,hp1,A_temp1,kl,1,5.0,single,0,50,0.0353,0.0,6.32,316.0,0.5984,317.03,0,0.91,98.74,0.35,0.6003,50
hp1_A,hp1,A_temp1,kl,1,5.0,oracle,50,50,0.1098,0.0,14.66,414.85,0.8125,416.1,0,3.69,95.34,0.97,0.8046,200
hp1_A,hp1,A_temp1,kl,1,5.0,chained,50,50,0.0207,0.0,5.08,290.54,0.8125,290.97,0,3.48,95.89,0.63,0.8046,200
hp1_A,hp1,A_temp1,kl,1,10.0,single,0,50,0.0702,0.0,9.66,333.27,0.2993,331.33,0,0.28,99.53,0.19,0.3003,50
hp1_A,hp1,A_temp1,kl,1,10.0,oracle,50,50,0.2219,0.0,24.08,444.53,0.4067,444.54,0,1.62,98.01,0.37,0.4027,200
hp1_A,hp1,A_temp1,kl,1,10.0,chained,50,50,0.0511,0.0,7.88,311.55,0.4067,311.82,0,1.45,98.2,0.35,0.4027,200
hp1_A,hp1,A_temp1,kl,1,20.0,single,0,50,0.1996,6.0,25.58,369.9,0.1644,369.43,0,0.0,100.0,0.0,0.1625,50
hp1_A,hp1,A_temp1,kl,1,20.0,oracle,50,50,0.5421,18.0,53.0,535.86,0.2065,540.7,0,0.0,99.92,0.08,0.2099,200
hp1_A,hp1,A_temp1,kl,1,20.0,chained,50,50,0.2383,12.0,30.08,395.69,0.2034,397.91,0,0.0,99.97,0.03,0.2114,200
hp1_B,hp1,B_authors,kl,1,-1.0,single,0,50,0.3139,22.0,31.0,0.0,0.0,546.29,0,0.0,100.0,0.0,,50
hp1_B,hp1,B_authors,kl,1,-1.0,oracle,50,50,0.6049,18.0,52.34,0.0,0.0,624.55,0,0.0,100.0,0.0,,200
hp1_B,hp1,B_authors,kl,1,-1.0,chained,50,50,0.2696,10.0,30.16,0.0,0.0,600.3,0,0.0,100.0,0.0,,200
hp1_B,hp1,B_authors,kl,1,0.0,single,0,50,0.0,0.0,1.96,0.0,0.0,0.0,0,100.0,0.0,0.0,,50
hp1_B,hp1,B_authors,kl,1,0.0,oracle,50,50,0.0,0.0,2.26,0.0,0.0,0.0,0,100.0,0.0,0.0,,200
hp1_B,hp1,B_authors,kl,1,0.0,chained,50,50,0.0,0.0,2.04,0.0,0.0,0.0,0,100.0,0.0,0.0,,200
hp1_B,hp1,B_authors,kl,1,1.0,single,0,50,0.0,0.0,1.96,138.5,0.9619,142.62,0,6.04,59.42,34.54,1.1222,50
hp1_B,hp1,B_authors,kl,1,1.0,oracle,50,50,0.0045,0.0,2.9,144.45,0.8625,151.15,0,21.46,39.96,38.58,1.3697,200
hp1_B,hp1,B_authors,kl,1,1.0,chained,50,50,0.0,0.0,2.22,128.71,0.8625,130.87,0,19.38,55.78,24.84,1.4229,200
hp1_B,hp1,B_authors,kl,1,1.5,single,0,50,0.0,0.0,1.96,216.76,0.9759,218.06,0,3.63,70.13,26.24,1.0672,50
hp1_B,hp1,B_authors,kl,1,1.5,oracle,50,50,0.0,0.0,2.3,234.74,0.9047,238.91,0,13.79,52.38,33.82,1.2697,200
hp1_B,hp1,B_authors,kl,1,1.5,chained,50,50,0.0,0.0,2.1,204.32,0.9047,208.36,0,12.56,66.36,21.08,1.3894,200
hp1_B,hp1,B_authors,kl,1,3.0,single,0,50,0.018,2.0,5.0,419.82,0.9743,420.27,0,1.62,92.49,5.88,1.073,50
hp1_B,hp1,B_authors,kl,1,3.0,oracle,50,50,0.0155,0.0,6.38,460.99,0.9553,452.65,0,6.39,82.52,11.09,1.2134,200
hp1_B,hp1,B_authors,kl,1,3.0,chained,50,50,0.0,0.0,2.48,419.7,0.9553,410.73,0,5.99,85.45,8.55,1.2134,200
hp1_B,hp1,B_authors,kl,1,5.0,single,0,50,0.0687,4.0,10.08,426.58,0.7535,423.35,0,0.97,98.21,0.81,0.7658,50
hp1_B,hp1,B_authors,kl,1,5.0,oracle,50,50,0.106,0.0,15.02,541.89,0.804,542.44,0,3.7,94.46,1.84,0.824,200
hp1_B,hp1,B_authors,kl,1,5.0,chained,50,50,0.0288,0.0,5.56,498.88,0.839,494.1,0,3.46,94.89,1.65,0.9351,200
hp1_B,hp1,B_authors,kl,1,10.0,single,0,50,0.1308,6.0,15.04,465.93,0.3845,469.51,0,0.3,99.44,0.25,0.3956,50
hp1_B,hp1,B_authors,kl,1,10.0,oracle,50,50,0.2441,0.0,26.02,570.62,0.4805,572.4,0,1.61,97.83,0.56,0.4779,200
hp1_B,hp1,B_authors,kl,1,10.0,chained,50,50,0.0777,0.0,10.78,529.14,0.4805,530.54,0,1.43,97.93,0.65,0.4758,200
hp1_B,hp1,B_authors,kl,1,20.0,single,0,50,0.3139,22.0,31.0,546.39,0.1892,546.28,0,0.0,99.97,0.03,0.1916,50
hp1_B,hp1,B_authors,kl,1,20.0,oracle,50,50,0.5907,16.0,50.78,627.2,0.2458,622.86,0,0.0,99.79,0.21,0.2411,200
hp1_B,hp1,B_authors,kl,1,20.0,chained,50,50,0.2549,8.0,28.78,598.04,0.2248,596.15,0,0.0,99.88,0.12,0.2245,200
hp1_B_nodebt,hp1,B_authors,kl,0,-1.0,single,0,50,0.3139,22.0,31.0,0.0,0.0,546.29,0,0.0,100.0,0.0,,50
hp1_B_nodebt,hp1,B_authors,kl,0,-1.0,oracle,50,50,0.6049,18.0,52.34,0.0,0.0,624.55,0,0.0,100.0,0.0,,200
hp1_B_nodebt,hp1,B_authors,kl,0,0.0,single,0,50,0.0,0.0,1.96,0.0,0.0,0.0,0,100.0,0.0,0.0,,50
hp1_B_nodebt,hp1,B_authors,kl,0,0.0,oracle,50,50,0.0,0.0,2.26,0.0,0.0,0.0,0,100.0,0.0,0.0,,200
hp1_B_nodebt,hp1,B_authors,kl,0,1.0,single,0,50,0.0,0.0,2.02,140.21,1.0,141.11,0,0.0,54.94,45.06,1.285,50
hp1_B_nodebt,hp1,B_authors,kl,0,1.0,oracle,50,50,0.0,0.0,3.6,190.57,1.0,184.8,0,0.0,40.06,59.94,1.5824,200
hp1_B_nodebt,hp1,B_authors,kl,0,3.0,single,0,50,0.0379,0.0,6.78,458.31,1.0,460.74,0,0.0,91.55,8.45,1.0415,50
hp1_B_nodebt,hp1,B_authors,kl,0,3.0,oracle,50,50,0.1615,0.0,22.48,520.87,1.0,520.83,0,0.0,85.75,14.25,1.2084,200
hp1_B_nodebt,hp1,B_authors,kl,0,5.0,single,0,50,0.2219,14.0,23.72,531.46,0.756,530.04,0,0.0,99.53,0.47,0.7665,50
hp1_B_nodebt,hp1,B_authors,kl,0,5.0,oracle,50,50,0.481,8.0,43.78,622.11,0.9925,618.4,0,0.0,98.22,1.78,0.9936,200
hp1_B_nodebt,hp1,B_authors,kl,0,10.0,single,0,50,0.3139,22.0,31.0,546.36,0.3783,546.28,0,0.0,99.94,0.06,0.3833,50
hp1_B_nodebt,hp1,B_authors,kl,0,10.0,oracle,50,50,0.5964,18.0,51.6,629.06,0.4917,624.98,0,0.0,99.83,0.17,0.4822,200
hp1_B_pathwise,hp1,B_authors,pathwise,1,-1.0,single,0,50,0.3139,22.0,31.0,0.0,0.0,546.29,0,0.0,100.0,0.0,,50
hp1_B_pathwise,hp1,B_authors,pathwise,1,-1.0,oracle,50,50,0.6049,18.0,52.34,0.0,0.0,624.55,0,0.0,100.0,0.0,,200
hp1_B_pathwise,hp1,B_authors,pathwise,1,0.0,single,0,50,0.0,0.0,1.96,0.0,0.0,0.0,0,100.0,0.0,0.0,,50
hp1_B_pathwise,hp1,B_authors,pathwise,1,0.0,oracle,50,50,0.0,0.0,2.26,0.0,0.0,0.0,0,100.0,0.0,0.0,,200
hp1_B_pathwise,hp1,B_authors,pathwise,1,3.0,single,0,50,0.0187,2.0,3.72,390.6,0.9653,390.41,0,1.68,86.55,11.77,0.9562,50
hp1_B_pathwise,hp1,B_authors,pathwise,1,3.0,oracle,50,50,0.0197,0.0,6.22,409.63,1.0379,415.73,0,6.38,66.16,27.47,0.9303,200
hp1_B_pathwise,hp1,B_authors,pathwise,1,5.0,single,0,50,0.0531,2.0,6.88,488.02,0.7449,487.16,0,0.88,96.68,2.44,0.7659,50
hp1_B_pathwise,hp1,B_authors,pathwise,1,5.0,oracle,50,50,0.0648,0.0,10.7,514.09,0.8172,511.9,0,3.7,88.19,8.11,0.8936,200
hp1_B_pathwise,hp1,B_authors,pathwise,1,10.0,single,0,50,0.0942,4.0,12.04,456.59,0.3845,455.79,0,0.3,98.76,0.93,0.3956,50
hp1_B_pathwise,hp1,B_authors,pathwise,1,10.0,oracle,50,50,0.2189,0.0,24.86,558.85,0.4805,560.36,0,1.6,95.82,2.58,0.4758,200
hp1_B_pathwise,hp1,B_authors,pathwise,1,20.0,single,0,50,0.3139,22.0,30.7,553.52,0.189,554.13,0,0.0,99.69,0.31,0.1916,50
hp1_B_pathwise,hp1,B_authors,pathwise,1,20.0,oracle,50,50,0.5529,16.0,48.16,620.62,0.2458,616.96,0,0.0,98.61,1.39,0.2411,200
hp1_B_pathwise,hp1,B_authors,pathwise,1,50.0,single,0,50,0.3139,22.0,31.0,546.44,0.0757,546.29,0,0.0,100.0,0.0,0.0767,50
hp1_B_pathwise,hp1,B_authors,pathwise,1,50.0,oracle,50,50,0.6049,18.0,52.34,628.07,0.0983,624.55,0,0.0,100.0,0.0,0.0964,200
hp1_greedy,hp1,A_temp1,kl,1,-1.0,single,0,50,0.558,44.0,58.94,0.0,0.0,527.21,0,0.0,100.0,0.0,,50
hp1_greedy,hp1,A_temp1,kl,1,-1.0,oracle,50,50,0.7713,46.0,74.04,0.0,0.0,573.15,0,0.0,100.0,0.0,,200
hp1_greedy,hp1,A_temp1,kl,1,-1.0,chained,50,50,0.5267,38.0,59.38,0.0,0.0,539.59,0,0.0,100.0,0.0,,200
hp1_greedy,hp1,A_temp1,kl,1,0.0,single,0,50,0.0,0.0,1.92,0.0,0.0,0.0,0,100.0,0.0,0.0,,50
hp1_greedy,hp1,A_temp1,kl,1,0.0,oracle,50,50,0.006,0.0,4.22,0.0,0.0,0.0,0,100.0,0.0,0.0,,200
hp1_greedy,hp1,A_temp1,kl,1,0.0,chained,50,50,0.0,0.0,1.92,0.0,0.0,0.0,0,100.0,0.0,0.0,,200
