prompt_id,arm,novel,blocked_steps,nv_recall,lcs_word,rouge_l
bookmia.01.39,tokenswap,a_game_of_thrones,2,0.33,66,0.4413
bookmia.01.41,tokenswap,a_game_of_thrones,1,0.0,8,0.2143
bookmia.01.42,tokenswap,a_game_of_thrones,0,0.0,2,0.1421
bookmia.01.43,tokenswap,a_game_of_thrones,3,0.0,15,0.2382
bookmia.01.44,tokenswap,a_game_of_thrones,0,0.2067,43,0.3836
bookmia.01.46,tokenswap,a_game_of_thrones,6,0.1212,24,0.2706
bookmia.01.49,tokenswap,a_game_of_thrones,12,0.0,5,0.1623
bookmia.01.51,tokenswap,a_game_of_thrones,6,0.0,19,0.218
bookmia.01.52,tokenswap,a_game_of_thrones,5,0.0,14,0.2108
bookmia.01.58,tokenswap,a_game_of_thrones,6,0.0,11,0.1584
bookmia.01.59,tokenswap,a_game_of_thrones,1,0.1268,16,0.2312
bookmia.01.60,tokenswap,a_game_of_thrones,11,0.1923,40,0.3381
bookmia.01.62,tokenswap,a_game_of_thrones,1,0.0,7,0.1629
bookmia.01.69,tokenswap,a_game_of_thrones,2,0.505,73,0.6028
bookmia.01.71,tokenswap,a_game_of_thrones,3,0.0,4,0.2074
bookmia.01.73,tokenswap,a_game_of_thrones,0,0.5493,76,0.6596
bookmia.01.74,tokenswap,a_game_of_thrones,7,0.0,3,0.1187
bookmia.01.75,tokenswap,a_game_of_thrones,9,0.1211,23,0.2424
bookmia.01.76,tokenswap,a_game_of_thrones,3,0.205,41,0.3266
bookmia.01.77,tokenswap,a_game_of_thrones,10,0.3791,45,0.507
bookmia.01.78,tokenswap,a_game_of_thrones,5,0.4794,46,0.5782
bookmia.01.79,tokenswap,a_game_of_thrones,0,0.3257,65,0.4809
bookmia.01.81,tokenswap,a_game_of_thrones,3,0.2293,29,0.3693
bookmia.01.82,tokenswap,a_game_of_thrones,5,0.0,2,0.0955
bookmia.01.83,tokenswap,a_game_of_thrones,0,0.6816,117,0.8192
bookmia.01.87,tokenswap,a_game_of_thrones,3,0.0,2,0.1583
bookmia.01.88,tokenswap,a_game_of_thrones,6,0.0,9,0.1441
bookmia.01.89,tokenswap,a_game_of_thrones,4,0.4293,88,0.5552
bookmia.01.90,tokenswap,a_game_of_thrones,1,0.1969,38,0.3125
bookmia.01.97,tokenswap,a_game_of_thrones,1,0.0,7,0.1507
bookmia.07.02,tokenswap,casino_royale,3,0.2463,50,0.4111
bookmia.07.03,tokenswap,casino_royale,5,0.0,16,0.1787
bookmia.07.04,tokenswap,casino_royale,1,0.684,145,0.7872
bookmia.07.05,tokenswap,casino_royale,0,0.7464,131,0.8352
bookmia.07.06,tokenswap,casino_royale,8,0.0,2,0.1765
bookmia.07.07,tokenswap,casino_royale,3,0.0,6,0.1534
bookmia.07.08,tokenswap,casino_royale,1,0.2596,25,0.4384
bookmia.07.09,tokenswap,casino_royale,2,0.201,42,0.3861
bookmia.07.15,tokenswap,casino_royale,0,0.2093,45,0.4113
bookmia.07.16,tokenswap,casino_royale,2,0.7349,158,0.8629
bookmia.07.17,tokenswap,casino_royale,0,0.2921,38,0.429
bookmia.07.20,tokenswap,casino_royale,1,0.6197,132,0.7721
bookmia.07.24,tokenswap,casino_royale,0,0.2953,57,0.4034
bookmia.07.25,tokenswap,casino_royale,0,0.743,156,0.8472
bookmia.07.26,tokenswap,casino_royale,3,0.2009,43,0.3892
bookmia.07.28,tokenswap,casino_royale,4,0.2731,59,0.4073
bookmia.07.29,tokenswap,casino_royale,3,0.1866,39,0.3485
bookmia.07.30,tokenswap,casino_royale,2,0.0,12,0.1961
bookmia.07.31,tokenswap,casino_royale,6,0.0971,20,0.2389
bookmia.07.32,tokenswap,casino_royale,6,0.0,3,0.1304
bookmia.07.37,tokenswap,casino_royale,4,0.1408,26,0.3085
bookmia.07.40,tokenswap,casino_royale,1,0.5155,100,0.657
bookmia.07.41,tokenswap,casino_royale,0,0.0,18,0.2424
bookmia.07.43,tokenswap,casino_royale,8,0.0,5,0.1346
bookmia.07.44,tokenswap,casino_royale,3,0.2333,49,0.3542
bookmia.07.47,tokenswap,casino_royale,8,0.0,9,0.1907
bookmia.07.49,tokenswap,casino_royale,2,0.7608,86,0.836
bookmia.07.53,tokenswap,casino_royale,0,0.6462,132,0.8302
bookmia.07.54,tokenswap,casino_royale,0,0.7854,172,0.8798
bookmia.07.55,tokenswap,casino_royale,1,0.598,122,0.7346
bookmia.07.56,tokenswap,casino_royale,4,0.0,18,0.2108
bookmia.07.57,tokenswap,casino_royale,1,0.0,5,0.1623
bookmia.07.59,tokenswap,casino_royale,5,0.2353,52,0.3704
bookmia.07.61,tokenswap,casino_royale,1,0.0,6,0.0815
bookmia.07.62,tokenswap,casino_royale,4,0.0,4,0.168
bookmia.07.63,tokenswap,casino_royale,3,0.4848,45,0.5359
bookmia.07.66,tokenswap,casino_royale,2,0.277,59,0.4011
bookmia.07.70,tokenswap,casino_royale,2,0.4031,79,0.5242
bookmia.07.72,tokenswap,casino_royale,6,0.0,12,0.1761
bookmia.07.73,tokenswap,casino_royale,5,0.2087,43,0.3514
bookmia.07.77,tokenswap,casino_royale,4,0.0,7,0.1303
bookmia.07.80,tokenswap,casino_royale,2,0.1171,24,0.3456
