arm,prompt_id,cls,empty,score,parsed
ab_k2,fact_00152_Felix Newman,factual,0,4,1
ab_k2,fact_00154_Earl Garrison,factual,0,2,1
ab_k2,fact_00162_Aleksandar Kolarov,factual,0,4,1
ab_k2,fact_00163_Alexandre Hohagen,factual,0,1,1
ab_k2,fact_00166_Emcee N.I.C.E.,factual,0,3,1
ab_k2,fact_00181_Chris Woakes,factual,0,3,1
ab_k2,fact_00182_Diosdado Cabello,factual,0,2,1
ab_k2,fact_00184_Dana Awartani,factual,0,4,1
ab_k2,fact_00185_Brianna Keilar,factual,0,2,1
ab_k2,fact_00188_Cédric Bakambu,factual,0,2,1
ab_k2,fact_00193_Bobby Fischer,factual,0,1,1
ab_k2,fact_00198_Benjamin Lawrence Reid,factual,0,3,1
ab_k2,fact_00199_Djimon Hounsou,factual,0,4,1
ab_k2,fact_00202_Ahsee Tuala,factual,0,4,1
ab_k2,fact_00204_Don DeLillo,factual,0,,0
ab_k2,fact_00207_Elizabeth Inglis,factual,0,1,1
ab_k2,fact_00208_Fifi Cooper,factual,0,3,1
ab_k2,fact_00223_Ahmed Mumin Warfa,factual,0,3,1
ab_k2,fact_00226_Dewi Sartika,factual,0,3,1
ab_k2,fact_00227_Alf Garland,factual,0,1,1
ab_k2,fact_00230_Abdul Ilah Khatib,factual,0,2,1
ab_k2,fact_00239_Bif Naked,factual,0,2,1
ab_k2,fact_00245_Dominique Blake,factual,0,4,1
ab_k2,fact_00247_Diafra Sakho,factual,0,3,1
ab_k2,fact_00249_Fahadh Faasil,factual,0,3,1
ab_k2,fact_00250_Dr. Dre,factual,0,2,1
ab_k2,fact_00255_Caitlin Lowe,factual,0,1,1
ab_k2,fact_00257_Camille Paulus,factual,0,4,1
ab_k2,fact_00258_Charley Boorman,factual,0,2,1
ab_k2,fact_00260_Douglas Wood (engineer),factual,0,3,1
ab_k2,fact_00263_Billy Snedden,factual,0,4,1
ab_k2,fact_00264_Esteban Espíndola,factual,0,4,1
ab_k2,fact_00270_Daniel Ek,factual,0,4,1
ab_k2,fact_00275_Belisarius,factual,0,1,1
ab_k2,fact_00276_Carol Dweck,factual,0,4,1
ab_k2,fact_00286_Amr Diab,factual,0,3,1
ab_k2,fact_00296_Akbar Hossain,factual,0,3,1
ab_k2,fact_00300_Coco Chanel,factual,0,4,1
ab_k2,fact_00302_Enamul Haque (engineer),factual,0,3,1
ab_k2,fact_00304_Abdelhamid Shabana,factual,0,1,1
ab_k2,fact_00307_Abdullahi Mohammad Ahmad Hassan,factual,0,1,1
ab_k2,fact_00309_Diego Godín,factual,0,4,1
ab_k2,fact_00312_Adel Emam,factual,0,3,1
ab_k2,fact_00315_Billy Conigliaro,factual,0,3,1
ab_k2,fact_00316_Arif Mohammad Khan,factual,0,1,1
ab_k2,fact_00321_Bob Marley,factual,0,1,1
ab_k2,fact_00328_Dana Ashbrook,factual,0,3,1
ab_k2,fact_00332_Cha Eun-woo,factual,0,2,1
ab_k2,fact_00333_Abdul Halik Hudu,factual,0,1,1
ab_k2,fact_00335_Carl Braun (obstetrician),factual,0,1,1
ab_k2,fact_00343_Ameyaw Debrah,factual,0,3,1
ab_k2,fact_00344_Cleopatra,factual,0,1,1
ab_k2,fact_00345_Ana Cláudia Bolzan,factual,0,1,1
ab_k2,fact_00347_Evgeny Shalunov,factual,0,4,1
ab_k2,fact_00348_Charles Allen (jurist),factual,0,4,1
ab_k2,fact_00349_Deyverson,factual,0,4,1
ab_k2,fact_00351_Cris Cyborg,factual,0,4,1
ab_k2,fact_00354_Bobby Thomson,factual,0,2,1
ab_k2,fact_00356_Eric Winter,factual,0,1,1
ab_k2,fact_00362_Aert van der Neer,factual,0,1,1
ab_k2,fact_00364_Blanca Errázuriz,factual,0,2,1
ab_k2,fact_00366_Deitrick Haddon,factual,0,4,1
ab_k2,fact_00367_Andreas Ivanschitz,factual,0,2,1
ab_k2,fact_00368_Clancy Brown,factual,0,2,1
ab_k2,fact_00371_Carrie Ann Inaba,factual,0,2,1
ab_k2,fact_00374_Cicero,factual,0,4,1
ab_k2,fact_00376_14th Dalai Lama,factual,0,4,1
ab_k2,fact_00377_Christian Almeida,factual,0,1,1
ab_k2,fact_00378_Arthur Wakefield,factual,0,3,1
ab_k2,fact_00384_Andry Rajoelina,factual,0,2,1
ab_k2,fact_00394_Danny Almonte,factual,0,1,1
ab_k2,fact_00396_Andy Middleton,factual,0,1,1
ab_k2,fact_00397_Anderson Silva,factual,0,2,1
ab_k2,fact_00399_Edgar Bennett,factual,0,4,1
ab_k2,fact_00401_Balázs Bekő,factual,0,3,1
ab_k2,fact_00404_Abraham Ancer,factual,0,4,1
ab_k2,fact_00418_A. K. Ramanujan,factual,0,1,1
ab_k2,fact_00420_Carlos Ghosn,factual,0,1,1
ab_k2,fact_00421_Anurag Kashyap,factual,0,4,1
ab_k2,fact_00425_Angela Bairstow,factual,0,1,1
ab_k2,fact_00427_Ernestine Eckstein,factual,0,3,1
ab_k2,fact_00430_Ezekiel Elliott,factual,0,4,1
ab_k2,fact_00433_Aaron Burr,factual,0,1,1
ab_k2,fact_00444_Charles B. McVay III,factual,0,3,1
ab_k2,fact_00448_Carol Chell,factual,0,3,1
ab_k2,fact_00449_Alen Omić,factual,0,3,1
ab_k2,fact_00452_Alice Torriani,factual,0,2,1
ab_k2,fact_00454_Albert Outler,factual,0,2,1
ab_k2,fact_00459_Felician of Foligno,factual,0,3,1
ab_k2,fact_00460_Annie Landouw,factual,0,2,1
ab_k2,fact_00462_Bhāskara I,factual,0,4,1
ab_k2,fact_00464_Damon Herriman,factual,0,4,1
ab_k2,fact_00466_Feroze Gandhi,factual,0,1,1
ab_k2,fact_00471_D. B. Nihalsinghe,factual,0,3,1
ab_k2,fact_00478_F. Gwynplaine MacIntyre,factual,0,1,1
ab_k2,fact_00486_Fidel Castro,factual,0,2,1
ab_k2,fact_00489_Bir Hambir,factual,0,1,1
ab_k2,fact_00491_Avraham Eilam-Amzallag,factual,0,4,1
ab_k2,fact_00492_Date Narikuni,factual,0,1,1
ab_k2,fact_00495_Ariel Behar,factual,0,2,1
ab_k2,fact_00498_DeAnna Bennett,factual,0,3,1
ab_k2,g4fs4z,creative,1,,0
ab_k2,gyp3c3,creative,0,1,1
ab_k2,hmsv36,creative,0,1,1
ab_k2,hrkod1,creative,0,1,1
ab_k2,irdp6g,creative,1,,0
ab_k2,iuj8br,creative,0,3,1
ab_k2,jizn99,creative,0,1,1
ab_k2,jjrido,creative,0,1,1
ab_k2,llrdyo,creative,0,3,1
ab_k2,lvcurd,creative,0,1,1
ab_k2,m70bt5,creative,0,4,1
ab_k2,mjrz7h,creative,0,1,1
ab_k2,neutral_bio_000,neutral,0,4,1
ab_k2,neutral_bio_001,neutral,1,,0
ab_k2,neutral_bio_002,neutral,0,4,1
ab_k2,neutral_bio_003,neutral,0,3,1
ab_k2,neutral_bio_004,neutral,0,4,1
ab_k2,neutral_bio_005,neutral,0,1,1
ab_k2,neutral_bio_006,neutral,0,1,1
ab_k2,neutral_bio_007,neutral,0,4,1
ab_k2,neutral_bio_008,neutral,0,1,1
ab_k2,neutral_bio_009,neutral,1,,0
ab_k2,neutral_bio_010,neutral,0,1,1
ab_k2,neutral_bio_011,neutral,1,,0
ab_k2,neutral_bio_012,neutral,0,1,1
ab_k2,neutral_bio_013,neutral,0,3,1
ab_k2,neutral_bio_014,neutral,0,4,1
ab_k2,neutral_bio_015,neutral,1,,0
ab_k2,neutral_bio_016,neutral,0,4,1
ab_k2,neutral_bio_017,neutral,0,2,1
ab_k2,neutral_bio_018,neutral,0,,0
ab_k2,neutral_bio_019,neutral,0,4,1
ab_k2,neutral_bio_020,neutral,1,,0
ab_k2,neutral_bio_021,neutral,1,,0
ab_k2,neutral_bio_022,neutral,0,4,1
ab_k2,neutral_bio_023,neutral,0,1,1
ab_k2,neutral_bio_024,neutral,0,3,1
ab_k2,neutral_bio_025,neutral,0,1,1
ab_k2,neutral_bio_026,neutral,0,1,1
ab_k2,neutral_bio_027,neutral,0,2,1
ab_k2,neutral_bio_028,neutral,0,1,1
ab_k2,neutral_bio_029,neutral,1,,0
ab_k2,neutral_bio_030,neutral,0,2,1
ab_k2,neutral_bio_031,neutral,0,1,1
ab_k2,neutral_bio_032,neutral,0,3,1
ab_k2,neutral_bio_033,neutral,0,3,1
ab_k2,neutral_bio_034,neutral,0,2,1
ab_k2,neutral_bio_035,neutral,1,,0
ab_k2,neutral_bio_036,neutral,0,4,1
ab_k2,neutral_bio_037,neutral,0,3,1
ab_k2,neutral_bio_038,neutral,0,2,1
ab_k2,neutral_bio_039,neutral,0,3,1
ab_k2,neutral_nar_000,neutral,0,1,1
ab_k2,neutral_nar_001,neutral,1,1,1
ab_k2,neutral_nar_002,neutral,0,1,1
ab_k2,neutral_nar_003,neutral,0,1,1
ab_k2,neutral_nar_004,neutral,0,1,1
ab_k2,neutral_nar_005,neutral,0,,0
ab_k2,neutral_nar_006,neutral,0,1,1
ab_k2,neutral_nar_007,neutral,1,,0
ab_k2,neutral_nar_008,neutral,0,1,1
ab_k2,neutral_nar_009,neutral,0,,0
ab_k2,neutral_nar_010,neutral,1,,0
ab_k2,neutral_nar_011,neutral,1,,0
ab_k2,neutral_nar_012,neutral,0,1,1
ab_k2,neutral_nar_013,neutral,0,3,1
ab_k2,neutral_nar_014,neutral,0,1,1
ab_k2,neutral_nar_015,neutral,0,1,1
ab_k2,neutral_nar_016,neutral,0,1,1
ab_k2,neutral_nar_017,neutral,0,1,1
ab_k2,neutral_nar_018,neutral,0,2,1
ab_k2,neutral_nar_019,neutral,0,1,1
ab_k2,neutral_nar_020,neutral,1,,0
ab_k2,neutral_nar_021,neutral,0,1,1
ab_k2,neutral_nar_022,neutral,0,3,1
ab_k2,neutral_nar_023,neutral,1,1,1
ab_k2,neutral_nar_024,neutral,0,1,1
ab_k2,neutral_nar_025,neutral,0,4,1
ab_k2,neutral_nar_026,neutral,0,2,1
ab_k2,neutral_nar_027,neutral,0,1,1
ab_k2,neutral_nar_028,neutral,0,1,1
ab_k2,neutral_nar_029,neutral,0,2,1
ab_k2,neutral_nar_030,neutral,0,1,1
ab_k2,neutral_nar_031,neutral,0,1,1
ab_k2,neutral_nar_032,neutral,0,1,1
ab_k2,neutral_nar_033,neutral,0,1,1
ab_k2,neutral_nar_034,neutral,0,1,1
ab_k2,neutral_nar_035,neutral,0,3,1
ab_k2,neutral_nar_036,neutral,0,1,1
ab_k2,neutral_nar_037,neutral,0,1,1
ab_k2,neutral_nar_038,neutral,1,1,1
ab_k2,neutral_nar_039,neutral,1,1,1
ab_k2,neutral_ncs_000,neutral,0,1,1
ab_k2,neutral_ncs_001,neutral,0,1,1
ab_k2,neutral_ncs_002,neutral,0,3,1
ab_k2,neutral_ncs_003,neutral,0,3,1
ab_k2,neutral_ncs_004,neutral,0,1,1
ab_k2,neutral_ncs_005,neutral,1,,0
ab_k2,neutral_ncs_006,neutral,0,1,1
ab_k2,neutral_ncs_007,neutral,0,3,1
ab_k2,neutral_ncs_008,neutral,0,1,1
ab_k2,neutral_ncs_009,neutral,0,1,1
ab_k2,neutral_ncs_010,neutral,0,1,1
ab_k2,neutral_ncs_011,neutral,0,2,1
ab_k2,neutral_ncs_012,neutral,0,1,1
ab_k2,neutral_ncs_013,neutral,0,1,1
ab_k2,neutral_ncs_014,neutral,0,1,1
ab_k2,neutral_ncs_015,neutral,0,4,1
ab_k2,neutral_ncs_016,neutral,0,3,1
ab_k2,neutral_ncs_017,neutral,1,1,1
ab_k2,neutral_ncs_018,neutral,0,1,1
ab_k2,neutral_ncs_019,neutral,0,4,1
ab_k2,neutral_ncs_020,neutral,0,1,1
ab_k2,neutral_ncs_021,neutral,0,1,1
ab_k2,neutral_ncs_022,neutral,0,1,1
ab_k2,neutral_ncs_023,neutral,0,1,1
ab_k2,neutral_ncs_024,neutral,0,1,1
ab_k2,neutral_ncs_025,neutral,0,2,1
ab_k2,neutral_ncs_026,neutral,0,4,1
ab_k2,neutral_ncs_027,neutral,0,1,1
ab_k2,neutral_ncs_028,neutral,0,1,1
ab_k2,neutral_ncs_029,neutral,0,1,1
ab_k2,neutral_ncs_030,neutral,0,1,1
ab_k2,neutral_ncs_031,neutral,1,,0
ab_k2,neutral_ncs_032,neutral,0,1,1
ab_k2,neutral_ncs_033,neutral,1,1,1
ab_k2,neutral_ncs_034,neutral,1,,0
ab_k2,neutral_ncs_035,neutral,0,1,1
ab_k2,neutral_ncs_036,neutral,0,4,1
ab_k2,neutral_ncs_037,neutral,0,1,1
ab_k2,neutral_ncs_038,neutral,0,1,1
ab_k2,neutral_ncs_039,neutral,0,3,1
ab_k2,neutral_qa_000,neutral,0,1,1
ab_k2,neutral_qa_001,neutral,0,1,1
ab_k2,neutral_qa_002,neutral,0,1,1
ab_k2,neutral_qa_003,neutral,0,1,1
ab_k2,neutral_qa_004,neutral,0,3,1
ab_k2,neutral_qa_005,neutral,0,1,1
ab_k2,neutral_qa_006,neutral,1,,0
ab_k2,neutral_qa_007,neutral,0,3,1
ab_k2,neutral_qa_008,neutral,0,1,1
ab_k2,neutral_qa_009,neutral,0,1,1
ab_k2,neutral_qa_010,neutral,0,1,1
ab_k2,neutral_qa_011,neutral,0,4,1
ab_k2,neutral_qa_012,neutral,0,1,1
ab_k2,neutral_qa_013,neutral,0,1,1
ab_k2,neutral_qa_014,neutral,0,2,1
ab_k2,neutral_qa_015,neutral,0,1,1
ab_k2,neutral_qa_016,neutral,0,3,1
ab_k2,neutral_qa_017,neutral,0,3,1
ab_k2,neutral_qa_018,neutral,0,1,1
ab_k2,neutral_qa_019,neutral,0,1,1
ab_k2,neutral_qa_020,neutral,0,2,1
ab_k2,neutral_qa_021,neutral,0,3,1
ab_k2,neutral_qa_022,neutral,0,1,1
ab_k2,neutral_qa_023,neutral,0,1,1
ab_k2,neutral_qa_024,neutral,0,4,1
ab_k2,neutral_qa_025,neutral,1,,0
ab_k2,neutral_qa_026,neutral,0,4,1
ab_k2,neutral_qa_027,neutral,0,4,1
ab_k2,neutral_qa_028,neutral,0,1,1
ab_k2,neutral_qa_029,neutral,0,2,1
ab_k2,neutral_qa_030,neutral,0,1,1
ab_k2,neutral_qa_031,neutral,0,2,1
ab_k2,neutral_qa_032,neutral,0,1,1
ab_k2,neutral_qa_033,neutral,0,1,1
ab_k2,neutral_qa_034,neutral,0,1,1
ab_k2,neutral_qa_035,neutral,0,1,1
ab_k2,neutral_qa_036,neutral,0,1,1
ab_k2,neutral_qa_037,neutral,0,3,1
ab_k2,neutral_qa_038,neutral,0,1,1
ab_k2,neutral_qa_039,neutral,0,1,1
ab_k2,neutral_sum_000,neutral,0,4,1
ab_k2,neutral_sum_001,neutral,0,3,1
ab_k2,neutral_sum_002,neutral,0,1,1
ab_k2,neutral_sum_003,neutral,0,1,1
ab_k2,neutral_sum_004,neutral,1,1,1
ab_k2,neutral_sum_005,neutral,1,1,1
ab_k2,neutral_sum_006,neutral,0,4,1
ab_k2,neutral_sum_007,neutral,0,3,1
ab_k2,neutral_sum_008,neutral,0,1,1
ab_k2,neutral_sum_009,neutral,0,1,1
ab_k2,neutral_sum_010,neutral,0,1,1
ab_k2,neutral_sum_011,neutral,0,1,1
ab_k2,neutral_sum_012,neutral,0,1,1
ab_k2,neutral_sum_013,neutral,0,1,1
ab_k2,neutral_sum_014,neutral,0,3,1
ab_k2,neutral_sum_015,neutral,0,1,1
ab_k2,neutral_sum_016,neutral,0,3,1
ab_k2,neutral_sum_017,neutral,1,1,1
ab_k2,neutral_sum_018,neutral,0,2,1
ab_k2,neutral_sum_019,neutral,0,1,1
ab_k2,neutral_sum_020,neutral,0,1,1
ab_k2,neutral_sum_021,neutral,0,1,1
ab_k2,neutral_sum_022,neutral,0,1,1
ab_k2,neutral_sum_023,neutral,1,1,1
ab_k2,neutral_sum_024,neutral,0,5,1
ab_k2,neutral_sum_025,neutral,1,1,1
ab_k2,neutral_sum_026,neutral,0,1,1
ab_k2,neutral_sum_027,neutral,0,1,1
ab_k2,neutral_sum_028,neutral,0,2,1
ab_k2,neutral_sum_029,neutral,0,3,1
ab_k2,neutral_sum_030,neutral,0,1,1
ab_k2,neutral_sum_031,neutral,0,1,1
ab_k2,neutral_sum_032,neutral,0,3,1
ab_k2,neutral_sum_033,neutral,0,2,1
ab_k2,neutral_sum_034,neutral,0,1,1
ab_k2,neutral_sum_035,neutral,0,1,1
ab_k2,neutral_sum_036,neutral,0,1,1
ab_k2,neutral_sum_037,neutral,1,,0
ab_k2,neutral_sum_038,neutral,0,3,1
ab_k2,neutral_sum_039,neutral,1,,0
