prompt_id,u_n1,u_n1_fwd,u_n1_rev,n1_consistent,u_n8,u_n8_fwd,u_n8_rev,n8_consistent,diff
ciifmd,0.25,0.0,0.5,False,0.5,0.0,1.0,False,0.25
ck6twx,0.75,0.5,1.0,False,0.75,0.5,1.0,False,0.0
cpxk2b,0.5,0.5,0.5,True,0.75,0.5,1.0,False,0.25
dqn4sj,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
eu7ub2,0.0,0.0,0.0,True,0.0,0.0,0.0,True,0.0
fact_00003_Fernando da Costa Novaes,1.0,1.0,1.0,True,0.5,0.5,0.5,True,-0.5
fact_00006_David Galloway (writer),0.0,0.0,0.0,True,0.25,0.0,0.5,False,0.25
fact_00007_Cheyenne Brando,0.25,0.0,0.5,False,0.25,0.0,0.5,False,0.0
fact_00012_Braulio Lara,0.25,0.0,0.5,False,0.5,0.5,0.5,True,0.25
fact_00015_Amr Shabana,0.0,0.0,0.0,True,0.5,0.0,1.0,False,0.5
fact_00017_Abdulqawi Yusuf,0.0,0.0,0.0,True,0.0,0.0,0.0,True,0.0
fact_00025_Carlos P. Romulo,0.5,0.0,1.0,False,0.75,0.5,1.0,False,0.25
fact_00027_Arthur Ewert,0.0,0.0,0.0,True,0.75,0.5,1.0,False,0.75
fact_00032_Flavio Méndez Santiago,0.5,0.0,1.0,False,0.25,0.0,0.5,False,-0.25
fact_00039_Chris Duffield,0.0,0.0,0.0,True,0.5,0.0,1.0,False,0.5
fact_00040_Daniil Medvedev,0.0,0.0,0.0,True,0.0,0.0,0.0,True,0.0
fact_00043_Alexander Vovin,0.0,0.0,0.0,True,0.5,0.0,1.0,False,0.5
fact_00044_Cobhams Asuquo,0.0,0.0,0.0,True,0.5,0.0,1.0,False,0.5
fact_00045_David Bogue,0.25,0.0,0.5,False,0.5,0.5,0.5,True,0.25
fact_00048_Don Beard,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00053_Andriy Yarmolenko,0.0,0.0,0.0,True,0.5,0.0,1.0,False,0.5
fact_00058_Danny Faure,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00063_Ayman al-Zawahiri,0.25,0.0,0.5,False,0.25,0.0,0.5,False,0.0
fact_00064_Diego Suarez (garden designer),0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00066_Daniel Alexander Cameron,0.5,0.0,1.0,False,0.25,0.0,0.5,False,-0.25
fact_00075_Antonio Leviste,0.25,0.0,0.5,False,0.75,0.5,1.0,False,0.5
fact_00078_Chi Pu,0.25,0.0,0.5,False,0.25,0.0,0.5,False,0.0
"fact_00080_Felipe (footballer, born 1977)",0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00084_Alfred Hitchcock,0.0,0.0,0.0,True,0.5,0.0,1.0,False,0.5
fact_00085_Dascha Polanco,0.5,0.0,1.0,False,0.25,0.0,0.5,False,-0.25
fact_00086_Amelia Earhart,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00087_Chris John (boxer),1.0,1.0,1.0,True,1.0,1.0,1.0,True,0.0
fact_00088_Blair Tugman,0.25,0.0,0.5,False,0.25,0.0,0.5,False,0.0
fact_00093_David Oyite-Ojok,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00097_Chris Cuomo,0.0,0.0,0.0,True,0.5,0.0,1.0,False,0.5
fact_00098_Adnan Sami,1.0,1.0,1.0,True,1.0,1.0,1.0,True,0.0
fact_00108_Bhuma Nagi Reddy,0.5,0.5,0.5,True,0.5,0.0,1.0,False,0.0
fact_00109_Charmion King,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00110_Andreea Marin,0.0,0.0,0.0,True,0.5,0.0,1.0,False,0.5
fact_00114_Ahn Jae-hyun,1.0,1.0,1.0,True,1.0,1.0,1.0,True,0.0
fact_00116_Bobo Baldé,0.5,0.0,1.0,False,0.75,0.5,1.0,False,0.25
fact_00118_Chacho Gaytán,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00119_Bastian Schweinsteiger,0.0,0.0,0.0,True,1.0,1.0,1.0,True,1.0
fact_00120_Erich Hartmann,0.5,0.5,0.5,True,0.5,0.5,0.5,True,0.0
fact_00127_Ezechiel N'Douassel,0.0,0.0,0.0,True,0.0,0.0,0.0,True,0.0
fact_00131_Aditya Kalyanpur,0.25,0.0,0.5,False,0.25,0.0,0.5,False,0.0
fact_00132_Dennis Andersson,0.5,0.0,1.0,False,0.25,0.0,0.5,False,-0.25
fact_00133_Daniel Bedingfield,0.75,0.5,1.0,False,0.5,0.0,1.0,False,-0.25
fact_00134_Celâl Bayar,0.0,0.0,0.0,True,0.0,0.0,0.0,True,0.0
fact_00138_Diana Ivanova,0.5,0.0,1.0,False,0.25,0.0,0.5,False,-0.25
fact_00140_André Le Nôtre,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00142_Cierre Wood,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00145_Carmelo Anthony,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00146_Asafa Powell,1.0,1.0,1.0,True,0.5,0.0,1.0,False,-0.5
fact_00152_Felix Newman,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00154_Earl Garrison,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00162_Aleksandar Kolarov,0.5,0.0,1.0,False,1.0,1.0,1.0,True,0.5
fact_00163_Alexandre Hohagen,0.75,0.5,1.0,False,0.5,0.0,1.0,False,-0.25
fact_00166_Emcee N.I.C.E.,0.5,0.5,0.5,True,1.0,1.0,1.0,True,0.5
fact_00181_Chris Woakes,0.25,0.0,0.5,False,0.25,0.0,0.5,False,0.0
fact_00182_Diosdado Cabello,0.5,0.0,1.0,False,0.25,0.0,0.5,False,-0.25
fact_00184_Dana Awartani,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00185_Brianna Keilar,0.5,0.5,0.5,True,0.0,0.0,0.0,True,-0.5
fact_00188_Cédric Bakambu,0.0,0.0,0.0,True,0.25,0.0,0.5,False,0.25
fact_00193_Bobby Fischer,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00198_Benjamin Lawrence Reid,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00199_Djimon Hounsou,0.0,0.0,0.0,True,0.25,0.0,0.5,False,0.25
fact_00202_Ahsee Tuala,0.25,0.0,0.5,False,0.5,0.5,0.5,True,0.25
fact_00204_Don DeLillo,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00207_Elizabeth Inglis,0.75,0.5,1.0,False,0.75,0.5,1.0,False,0.0
fact_00208_Fifi Cooper,0.0,0.0,0.0,True,0.5,0.5,0.5,True,0.5
fact_00223_Ahmed Mumin Warfa,0.5,0.0,1.0,False,1.0,1.0,1.0,True,0.5
fact_00226_Dewi Sartika,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00227_Alf Garland,0.5,0.5,0.5,True,0.5,0.5,0.5,True,0.0
fact_00230_Abdul Ilah Khatib,0.25,0.0,0.5,False,0.0,0.0,0.0,True,-0.25
fact_00239_Bif Naked,1.0,1.0,1.0,True,0.5,0.5,0.5,True,-0.5
fact_00245_Dominique Blake,0.75,0.5,1.0,False,0.75,0.5,1.0,False,0.0
fact_00247_Diafra Sakho,0.0,0.0,0.0,True,0.75,0.5,1.0,False,0.75
fact_00249_Fahadh Faasil,0.25,0.0,0.5,False,0.25,0.0,0.5,False,0.0
fact_00250_Dr. Dre,0.25,0.0,0.5,False,0.0,0.0,0.0,True,-0.25
fact_00255_Caitlin Lowe,0.5,0.0,1.0,False,0.0,0.0,0.0,True,-0.5
fact_00257_Camille Paulus,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00258_Charley Boorman,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00260_Douglas Wood (engineer),0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00263_Billy Snedden,0.25,0.0,0.5,False,0.25,0.0,0.5,False,0.0
fact_00264_Esteban Espíndola,0.75,0.5,1.0,False,0.75,0.5,1.0,False,0.0
fact_00270_Daniel Ek,0.5,0.0,1.0,False,0.0,0.0,0.0,True,-0.5
fact_00275_Belisarius,0.25,0.0,0.5,False,0.5,0.0,1.0,False,0.25
fact_00276_Carol Dweck,0.5,0.0,1.0,False,0.25,0.5,0.0,False,-0.25
fact_00286_Amr Diab,0.0,0.0,0.0,True,0.5,0.0,1.0,False,0.5
fact_00296_Akbar Hossain,0.25,0.0,0.5,False,0.25,0.0,0.5,False,0.0
fact_00300_Coco Chanel,0.25,0.0,0.5,False,0.0,0.0,0.0,True,-0.25
fact_00302_Enamul Haque (engineer),0.25,0.0,0.5,False,0.25,0.0,0.5,False,0.0
fact_00304_Abdelhamid Shabana,0.5,1.0,0.0,False,0.5,0.0,1.0,False,0.0
fact_00307_Abdullahi Mohammad Ahmad Hassan,0.75,0.5,1.0,False,0.75,0.5,1.0,False,0.0
fact_00309_Diego Godín,0.0,0.0,0.0,True,0.0,0.0,0.0,True,0.0
fact_00312_Adel Emam,0.25,0.0,0.5,False,0.5,0.0,1.0,False,0.25
fact_00315_Billy Conigliaro,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00316_Arif Mohammad Khan,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00321_Bob Marley,0.25,0.0,0.5,False,0.5,0.0,1.0,False,0.25
fact_00328_Dana Ashbrook,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00332_Cha Eun-woo,0.75,0.5,1.0,False,0.75,0.5,1.0,False,0.0
fact_00333_Abdul Halik Hudu,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00335_Carl Braun (obstetrician),0.0,0.0,0.0,True,0.0,0.0,0.0,True,0.0
fact_00343_Ameyaw Debrah,0.5,0.0,1.0,False,0.25,0.0,0.5,False,-0.25
fact_00344_Cleopatra,0.0,0.0,0.0,True,0.5,0.0,1.0,False,0.5
fact_00345_Ana Cláudia Bolzan,0.5,1.0,0.0,False,0.5,0.0,1.0,False,0.0
fact_00347_Evgeny Shalunov,0.75,0.5,1.0,False,0.75,0.5,1.0,False,0.0
fact_00348_Charles Allen (jurist),0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00349_Deyverson,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00351_Cris Cyborg,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00354_Bobby Thomson,0.0,0.0,0.0,True,0.25,0.0,0.5,False,0.25
fact_00356_Eric Winter,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00362_Aert van der Neer,0.25,0.0,0.5,False,0.25,0.0,0.5,False,0.0
fact_00364_Blanca Errázuriz,0.0,0.0,0.0,True,0.5,0.0,1.0,False,0.5
fact_00366_Deitrick Haddon,0.25,0.0,0.5,False,0.25,0.5,0.0,False,0.0
fact_00367_Andreas Ivanschitz,0.75,0.5,1.0,False,0.25,0.0,0.5,False,-0.5
fact_00368_Clancy Brown,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00371_Carrie Ann Inaba,0.0,0.0,0.0,True,0.0,0.0,0.0,True,0.0
fact_00374_Cicero,0.0,0.0,0.0,True,0.5,0.0,1.0,False,0.5
fact_00376_14th Dalai Lama,0.0,0.0,0.0,True,0.5,0.0,1.0,False,0.5
fact_00377_Christian Almeida,0.25,0.0,0.5,False,0.25,0.0,0.5,False,0.0
fact_00378_Arthur Wakefield,0.75,0.5,1.0,False,0.5,0.0,1.0,False,-0.25
fact_00384_Andry Rajoelina,0.5,0.0,1.0,False,0.25,0.0,0.5,False,-0.25
fact_00394_Danny Almonte,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00396_Andy Middleton,0.75,0.5,1.0,False,0.5,0.0,1.0,False,-0.25
fact_00397_Anderson Silva,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00399_Edgar Bennett,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00401_Balázs Bekő,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00404_Abraham Ancer,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00418_A. K. Ramanujan,0.25,0.0,0.5,False,0.0,0.0,0.0,True,-0.25
fact_00420_Carlos Ghosn,0.25,0.0,0.5,False,0.25,0.0,0.5,False,0.0
fact_00421_Anurag Kashyap,0.25,0.0,0.5,False,0.25,0.0,0.5,False,0.0
fact_00425_Angela Bairstow,0.5,0.0,1.0,False,0.75,0.5,1.0,False,0.25
fact_00427_Ernestine Eckstein,0.75,0.5,1.0,False,0.75,0.5,1.0,False,0.0
fact_00430_Ezekiel Elliott,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
fact_00433_Aaron Burr,0.5,0.5,0.5,True,0.5,0.0,1.0,False,0.0
fact_00444_Charles B. McVay III,0.25,0.0,0.5,False,0.0,0.0,0.0,True,-0.25
fact_00448_Carol Chell,0.75,0.5,1.0,False,0.5,0.0,1.0,False,-0.25
fact_00449_Alen Omić,0.25,0.0,0.5,False,0.25,0.0,0.5,False,0.0
fact_00452_Alice Torriani,0.75,0.5,1.0,False,0.5,0.0,1.0,False,-0.25
fact_00454_Albert Outler,0.5,0.0,1.0,False,1.0,1.0,1.0,True,0.5
fact_00459_Felician of Foligno,0.25,0.0,0.5,False,0.25,0.0,0.5,False,0.0
fact_00460_Annie Landouw,0.5,0.0,1.0,False,0.25,0.0,0.5,False,-0.25
fact_00462_Bhāskara I,0.25,0.0,0.5,False,0.25,0.0,0.5,False,0.0
fact_00464_Damon Herriman,0.25,0.0,0.5,False,0.5,0.0,1.0,False,0.25
fact_00466_Feroze Gandhi,0.25,0.0,0.5,False,0.5,0.0,1.0,False,0.25
fact_00471_D. B. Nihalsinghe,0.5,0.5,0.5,True,0.75,0.5,1.0,False,0.25
fact_00478_F. Gwynplaine MacIntyre,0.25,0.0,0.5,False,0.0,0.0,0.0,True,-0.25
fact_00486_Fidel Castro,0.0,0.0,0.0,True,0.25,0.0,0.5,False,0.25
fact_00489_Bir Hambir,0.5,0.5,0.5,True,0.5,0.5,0.5,True,0.0
fact_00491_Avraham Eilam-Amzallag,0.0,0.0,0.0,True,0.5,0.0,1.0,False,0.5
fact_00492_Date Narikuni,1.0,1.0,1.0,True,0.75,0.5,1.0,False,-0.25
fact_00495_Ariel Behar,0.25,0.0,0.5,False,0.25,0.0,0.5,False,0.0
fact_00498_DeAnna Bennett,0.5,0.5,0.5,True,0.75,0.5,1.0,False,0.25
g4fs4z,0.25,0.0,0.5,False,0.5,0.0,1.0,False,0.25
gyp3c3,0.75,0.5,1.0,False,0.25,0.0,0.5,False,-0.5
hmsv36,0.75,0.5,1.0,False,0.75,0.5,1.0,False,0.0
hrkod1,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
irdp6g,0.75,0.5,1.0,False,0.75,0.5,1.0,False,0.0
iuj8br,0.5,0.0,1.0,False,0.75,0.5,1.0,False,0.25
jizn99,0.5,0.0,1.0,False,0.25,0.0,0.5,False,-0.25
jjrido,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
llrdyo,0.5,0.5,0.5,True,0.5,0.5,0.5,True,0.0
lvcurd,0.5,0.5,0.5,True,0.5,0.5,0.5,True,0.0
m70bt5,0.75,0.5,1.0,False,0.5,0.5,0.5,True,-0.25
mjrz7h,0.5,0.0,1.0,False,0.25,0.0,0.5,False,-0.25
neutral_bio_000,0.5,0.0,1.0,False,0.75,0.5,1.0,False,0.25
neutral_bio_001,0.25,0.5,0.0,False,0.25,0.5,0.0,False,0.0
neutral_bio_002,0.5,0.0,1.0,False,0.75,0.5,1.0,False,0.25
neutral_bio_003,0.75,0.5,1.0,False,0.75,0.5,1.0,False,0.0
neutral_bio_004,0.75,0.5,1.0,False,0.75,0.5,1.0,False,0.0
neutral_bio_005,0.75,0.5,1.0,False,0.75,0.5,1.0,False,0.0
neutral_bio_006,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
neutral_bio_007,0.0,0.0,0.0,True,0.0,0.0,0.0,True,0.0
neutral_bio_008,0.75,0.5,1.0,False,1.0,1.0,1.0,True,0.25
neutral_bio_009,0.75,0.5,1.0,False,1.0,1.0,1.0,True,0.25
neutral_bio_010,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
neutral_bio_011,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
neutral_bio_012,0.5,0.5,0.5,True,0.75,0.5,1.0,False,0.25
neutral_bio_013,0.5,0.5,0.5,True,0.75,0.5,1.0,False,0.25
neutral_bio_014,0.25,0.0,0.5,False,0.25,0.0,0.5,False,0.0
neutral_bio_015,0.5,0.5,0.5,True,0.5,0.5,0.5,True,0.0
neutral_bio_016,0.25,0.0,0.5,False,0.5,0.0,1.0,False,0.25
neutral_bio_017,0.75,0.5,1.0,False,0.5,0.0,1.0,False,-0.25
neutral_bio_018,0.5,0.0,1.0,False,0.5,0.0,1.0,False,0.0
neutral_bio_019,1.0,1.0,1.0,True,0.25,0.0,0.5,False,-0.75
neutral_bio_020,0.5,0.0,1.0,False,0.0,0.0,0.0,True,-0.5
neutral_bio_021,0.5,0.0,1.0,False,0.75,0.5,1.0,False,0.25
neutral_bio_022,0.75,0.5,1.0,False,0.25,0.0,0.5,False,-0.5
