judge,prompt_id,u_n1,u_n2,u_n4,u_n8,u_n16,u_n32,u_n64
Phi-3.5-mini-instruct,gutenberg.pg105.06,0.5,0.5,0.5,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,gutenberg.pg105.07,0.5,0.5,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,gutenberg.pg105.08,1.0,1.0,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg105.09,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg105.10,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg105.11,0.5,1.0,1.0,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg11.00,0.5,1.0,1.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,gutenberg.pg11.01,0.5,0.0,1.0,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,gutenberg.pg11.02,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg11.03,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg11.04,0.5,1.0,0.5,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg11.05,0.5,1.0,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg11.06,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg11.07,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg11.08,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg11.09,1.0,1.0,0.5,1.0,0.5,0.5,1.0
Phi-3.5-mini-instruct,gutenberg.pg11.10,0.5,0.5,0.5,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,gutenberg.pg11.11,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg113.00,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg113.01,0.5,0.5,0.5,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg113.02,0.0,0.0,0.0,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg113.03,0.5,0.5,0.5,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg113.04,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,gutenberg.pg113.05,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg113.06,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg113.07,0.5,0.5,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,gutenberg.pg113.08,0.5,1.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg113.09,1.0,1.0,1.0,0.5,0.5,1.0,0.0
Phi-3.5-mini-instruct,gutenberg.pg113.10,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg113.11,1.0,1.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1184.00,1.0,0.5,0.5,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1184.01,0.5,1.0,1.0,1.0,0.5,0.5,1.0
Phi-3.5-mini-instruct,gutenberg.pg1184.02,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1184.03,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1184.04,1.0,1.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1184.05,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1184.06,1.0,1.0,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1184.07,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1184.08,0.5,0.5,0.5,1.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1184.09,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1184.10,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1184.11,0.5,0.5,0.5,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,gutenberg.pg120.00,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg120.01,0.0,0.0,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg120.02,1.0,0.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg120.03,0.5,0.5,0.5,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg120.04,0.5,0.5,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg120.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,gutenberg.pg120.06,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg120.07,1.0,1.0,1.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg120.08,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg120.09,0.5,0.5,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg120.10,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg120.11,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg121.00,0.0,0.0,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg121.01,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg121.02,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg121.03,1.0,1.0,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,gutenberg.pg121.04,0.5,0.5,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg121.05,0.5,0.5,0.5,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,gutenberg.pg121.06,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg121.07,0.5,0.5,0.5,0.5,1.0,0.0,0.0
Phi-3.5-mini-instruct,gutenberg.pg121.08,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg121.09,1.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg121.10,0.5,0.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg121.11,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1232.00,0.5,0.5,0.5,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,gutenberg.pg1232.01,0.0,0.5,0.0,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1232.02,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1232.03,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1232.04,0.5,0.5,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,gutenberg.pg1232.05,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1232.06,0.5,0.5,0.5,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,gutenberg.pg1232.07,0.5,0.5,0.0,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1232.08,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1232.09,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1232.10,1.0,1.0,1.0,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1232.11,0.5,0.5,0.5,0.5,0.5,1.0,0.5
Phi-3.5-mini-instruct,gutenberg.pg1257.00,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1257.01,0.0,0.5,0.5,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,gutenberg.pg1257.02,0.5,0.5,0.5,0.5,0.0,0.0,0.5
Phi-3.5-mini-instruct,gutenberg.pg1257.03,0.0,0.0,0.0,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1257.04,0.5,0.5,0.5,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1257.05,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1257.06,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1257.07,0.5,0.5,0.5,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,gutenberg.pg1257.08,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1257.09,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1257.10,1.0,1.0,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1257.11,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1260.00,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,gutenberg.pg1260.01,1.0,1.0,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,gutenberg.pg1260.02,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1260.03,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1260.04,1.0,1.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1260.05,0.5,0.5,0.5,0.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1260.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1260.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,gutenberg.pg1260.08,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1260.09,1.0,1.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1260.10,0.0,0.0,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,gutenberg.pg1260.11,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,gutenberg.pg1342.00,0.0,0.0,1.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1342.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1342.02,0.5,0.5,0.5,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1342.03,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1342.04,0.5,0.5,0.5,0.5,0.5,1.0,0.5
Phi-3.5-mini-instruct,gutenberg.pg1342.05,0.5,1.0,1.0,0.5,1.0,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1342.06,0.5,0.5,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1342.07,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1342.08,0.5,0.0,0.0,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1342.09,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1342.10,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1342.11,0.5,0.0,0.0,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg135.00,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,gutenberg.pg135.01,1.0,1.0,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,gutenberg.pg135.02,0.0,0.0,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg135.03,0.5,0.0,0.0,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,gutenberg.pg135.04,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg135.05,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg135.06,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg135.07,1.0,1.0,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg135.08,0.0,0.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg135.09,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg135.10,0.5,0.5,0.5,0.5,1.0,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg135.11,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1400.00,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1400.01,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1400.02,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,gutenberg.pg1400.03,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1400.04,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1400.05,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1400.06,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1400.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1400.08,0.5,0.5,1.0,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1400.09,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1400.10,0.0,0.0,0.0,0.0,0.0,0.5,1.0
Phi-3.5-mini-instruct,gutenberg.pg1400.11,0.5,0.5,0.5,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,gutenberg.pg145.00,0.5,1.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg145.01,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg145.02,1.0,0.5,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,gutenberg.pg145.03,0.5,0.5,0.5,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,gutenberg.pg145.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,gutenberg.pg145.05,0.0,0.0,1.0,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,gutenberg.pg145.06,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg145.07,1.0,1.0,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg145.08,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg145.09,0.5,0.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg145.10,0.5,0.5,0.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,gutenberg.pg145.11,1.0,1.0,1.0,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,gutenberg.pg158.00,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg158.01,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg158.02,0.5,0.5,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,gutenberg.pg158.03,0.5,0.5,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,gutenberg.pg158.04,0.0,0.0,1.0,1.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg158.05,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg158.06,0.0,0.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg158.07,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg158.08,1.0,1.0,1.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg158.09,0.5,0.5,0.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,gutenberg.pg158.10,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg158.11,0.5,0.5,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,gutenberg.pg16.00,0.5,0.5,0.5,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,gutenberg.pg16.01,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg16.02,0.5,1.0,1.0,1.0,1.0,0.5,1.0
Phi-3.5-mini-instruct,gutenberg.pg16.03,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg16.04,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg16.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg16.06,0.0,0.0,0.0,0.5,1.0,1.0,0.5
Phi-3.5-mini-instruct,gutenberg.pg16.07,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg16.08,1.0,1.0,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg16.09,1.0,1.0,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg16.10,1.0,1.0,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg16.11,0.0,0.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg161.00,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg161.01,0.5,0.5,0.5,0.5,1.0,1.0,0.5
Phi-3.5-mini-instruct,gutenberg.pg161.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg161.03,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg161.04,0.5,0.5,0.5,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg161.05,0.5,1.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg161.06,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg161.07,0.5,0.0,0.0,1.0,1.0,0.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg161.08,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg161.09,0.5,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg161.10,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg161.11,1.0,0.5,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,gutenberg.pg164.00,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg164.01,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg164.02,0.5,0.5,0.5,0.5,0.0,0.5,1.0
Phi-3.5-mini-instruct,gutenberg.pg164.03,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg164.04,0.5,0.5,0.5,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg164.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg164.06,0.5,0.5,0.5,0.5,1.0,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg164.07,0.0,1.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg164.08,1.0,1.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg164.09,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg164.10,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,gutenberg.pg164.11,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1661.00,0.5,0.5,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,gutenberg.pg1661.01,0.5,0.5,0.5,1.0,0.5,0.5,0.0
Phi-3.5-mini-instruct,gutenberg.pg1661.02,0.0,0.5,0.5,0.5,0.0,0.5,0.0
Phi-3.5-mini-instruct,gutenberg.pg1661.03,0.5,0.5,0.5,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1661.04,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1661.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1661.06,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1661.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1661.08,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1661.09,0.0,0.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1661.10,0.5,0.5,1.0,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,gutenberg.pg1661.11,0.5,0.5,0.5,0.5,1.0,1.0,0.5
Phi-3.5-mini-instruct,gutenberg.pg1727.00,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1727.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1727.02,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1727.03,0.0,1.0,0.5,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,gutenberg.pg1727.04,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1727.05,1.0,0.5,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1727.06,0.5,1.0,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1727.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,gutenberg.pg1727.08,1.0,1.0,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1727.09,0.5,0.5,0.0,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg1727.10,0.5,0.0,0.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg1727.11,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg174.00,0.5,0.5,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,gutenberg.pg174.01,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg174.02,1.0,1.0,1.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg174.03,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg174.04,0.5,0.5,0.5,0.5,1.0,1.0,0.5
Phi-3.5-mini-instruct,gutenberg.pg174.05,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg174.06,0.5,0.5,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg174.07,1.0,0.5,0.5,0.5,0.0,0.0,1.0
Phi-3.5-mini-instruct,gutenberg.pg174.08,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,gutenberg.pg174.09,0.5,0.5,0.5,1.0,0.5,1.0,1.0
